feature_row,augmentation_id,parent_feature_row,parent_uuid_segmento,parent_original_uuid,parent_split_group,parent_fold,parent_dataset_origin,parent_audio_path,parent_start_time,parent_end_time,stage1_target,split,transformation,random_state,original_samples,augmented_samples,original_peak,augmented_peak,snr_db,pitch_semitones,noise_scale,noise_donor_uuid_segmento,noise_donor_original_uuid,noise_donor_split_group,noise_donor_fold,noise_donor_dataset_origin
244,126b940c-b6c6-4d3d-adc2-92aafab911b4_seg_0__aug01__pitch_down,127,126b940c-b6c6-4d3d-adc2-92aafab911b4_seg_0,126b940c-b6c6-4d3d-adc2-92aafab911b4,COUGHVID_UUID::126b940c-b6c6-4d3d-adc2-92aafab911b4,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\126b940c-b6c6-4d3d-adc2-92aafab911b4.wav,0.0,2.04,1,train_augmentation_only,pitch_down,42,32640,32640,0.8506180047988892,0.4520360827445984,,-1.5,,,,,,
245,126b940c-b6c6-4d3d-adc2-92aafab911b4_seg_0__aug02__noise_moderate,127,126b940c-b6c6-4d3d-adc2-92aafab911b4_seg_0,126b940c-b6c6-4d3d-adc2-92aafab911b4,COUGHVID_UUID::126b940c-b6c6-4d3d-adc2-92aafab911b4,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\126b940c-b6c6-4d3d-adc2-92aafab911b4.wav,0.0,2.04,1,train_augmentation_only,noise_moderate,42,32640,32640,0.8506180047988892,0.8503978252410889,20.0,,0.9263039879601536,233001_seg_0,233001,FSD50K_UPLOADER::amorralteixe,3.0,FSD50K
246,1273d304-c974-473a-b9eb-f8c42e3a8389_seg_0__aug01__pitch_down,128,1273d304-c974-473a-b9eb-f8c42e3a8389_seg_0,1273d304-c974-473a-b9eb-f8c42e3a8389,COUGHVID_UUID::1273d304-c974-473a-b9eb-f8c42e3a8389,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1273d304-c974-473a-b9eb-f8c42e3a8389.wav,0.0,9.96,1,train_augmentation_only,pitch_down,42,159360,159360,0.9965178966522217,0.9342630505561829,,-1.5,,,,,,
247,1273d304-c974-473a-b9eb-f8c42e3a8389_seg_0__aug02__noise_high,128,1273d304-c974-473a-b9eb-f8c42e3a8389_seg_0,1273d304-c974-473a-b9eb-f8c42e3a8389,COUGHVID_UUID::1273d304-c974-473a-b9eb-f8c42e3a8389,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1273d304-c974-473a-b9eb-f8c42e3a8389.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9965178966522217,0.9964856505393982,10.0,,0.6426139700606747,114277_seg_0,114277,FSD50K_UPLOADER::plingativator,1.0,FSD50K
248,128aac08-4a43-4a36-ac34-5f294d90ca2e_seg_0__aug01__pitch_down,129,128aac08-4a43-4a36-ac34-5f294d90ca2e_seg_0,128aac08-4a43-4a36-ac34-5f294d90ca2e,COUGHVID_UUID::128aac08-4a43-4a36-ac34-5f294d90ca2e,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\128aac08-4a43-4a36-ac34-5f294d90ca2e.wav,0.0,5.04,1,train_augmentation_only,pitch_down,42,80640,80640,0.8863310813903809,0.7071250677108765,,-1.5,,,,,,
249,128aac08-4a43-4a36-ac34-5f294d90ca2e_seg_0__aug02__noise_high,129,128aac08-4a43-4a36-ac34-5f294d90ca2e_seg_0,128aac08-4a43-4a36-ac34-5f294d90ca2e,COUGHVID_UUID::128aac08-4a43-4a36-ac34-5f294d90ca2e,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\128aac08-4a43-4a36-ac34-5f294d90ca2e.wav,0.0,5.04,1,train_augmentation_only,noise_high,42,80640,80640,0.8863310813903809,0.9990000128746033,10.0,,1.5287729932235408,161586_seg_0,161586,FSD50K_UPLOADER::jorickhoofd,0.0,FSD50K
250,12a1f8a8-d986-477c-a186-501247d38869_seg_0__aug01__pitch_down,130,12a1f8a8-d986-477c-a186-501247d38869_seg_0,12a1f8a8-d986-477c-a186-501247d38869,COUGHVID_UUID::12a1f8a8-d986-477c-a186-501247d38869,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\12a1f8a8-d986-477c-a186-501247d38869.wav,0.0,6.54,1,train_augmentation_only,pitch_down,42,104640,104640,0.8391960859298706,0.6608654260635376,,-1.5,,,,,,
251,12a1f8a8-d986-477c-a186-501247d38869_seg_0__aug02__noise_moderate,130,12a1f8a8-d986-477c-a186-501247d38869_seg_0,12a1f8a8-d986-477c-a186-501247d38869,COUGHVID_UUID::12a1f8a8-d986-477c-a186-501247d38869,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\12a1f8a8-d986-477c-a186-501247d38869.wav,0.0,6.54,1,train_augmentation_only,noise_moderate,42,104640,104640,0.8391960859298706,0.8392359018325806,20.0,,0.09982665530143192,236653_seg_0,236653,FSD50K_UPLOADER::bcimmet,4.0,FSD50K
252,12e5c857-56f1-4e02-9490-8b75f25b3ea9_seg_0__aug01__pitch_up,131,12e5c857-56f1-4e02-9490-8b75f25b3ea9_seg_0,12e5c857-56f1-4e02-9490-8b75f25b3ea9,COUGHVID_UUID::12e5c857-56f1-4e02-9490-8b75f25b3ea9,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\12e5c857-56f1-4e02-9490-8b75f25b3ea9.wav,0.0,9.78,1,train_augmentation_only,pitch_up,42,156480,156480,0.8788956999778748,0.7459485530853271,,1.5,,,,,,
253,12e5c857-56f1-4e02-9490-8b75f25b3ea9_seg_0__aug02__noise_moderate,131,12e5c857-56f1-4e02-9490-8b75f25b3ea9_seg_0,12e5c857-56f1-4e02-9490-8b75f25b3ea9,COUGHVID_UUID::12e5c857-56f1-4e02-9490-8b75f25b3ea9,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\12e5c857-56f1-4e02-9490-8b75f25b3ea9.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.8788956999778748,0.8789844512939453,20.0,,0.12258566680262203,344066_seg_0,344066,FSD50K_UPLOADER::reitanna,1.0,FSD50K
254,134e5ac2-706b-4098-969e-18c24f0f0002_seg_0__aug01__noise_high,132,134e5ac2-706b-4098-969e-18c24f0f0002_seg_0,134e5ac2-706b-4098-969e-18c24f0f0002,COUGHVID_UUID::134e5ac2-706b-4098-969e-18c24f0f0002,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\134e5ac2-706b-4098-969e-18c24f0f0002.wav,0.0,4.2,1,train_augmentation_only,noise_high,42,67200,67200,0.9805762767791748,0.9795894622802734,10.0,,0.4579520318743317,216919_seg_0,216919,FSD50K_UPLOADER::taira komori,2.0,FSD50K
255,134e5ac2-706b-4098-969e-18c24f0f0002_seg_0__aug02__pitch_down,132,134e5ac2-706b-4098-969e-18c24f0f0002_seg_0,134e5ac2-706b-4098-969e-18c24f0f0002,COUGHVID_UUID::134e5ac2-706b-4098-969e-18c24f0f0002,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\134e5ac2-706b-4098-969e-18c24f0f0002.wav,0.0,4.2,1,train_augmentation_only,pitch_down,42,67200,67200,0.9805762767791748,0.5400048494338989,,-1.5,,,,,,
256,1351a8e1-f5e5-4a05-a6a9-4bac18393022_seg_0__aug01__pitch_up,133,1351a8e1-f5e5-4a05-a6a9-4bac18393022_seg_0,1351a8e1-f5e5-4a05-a6a9-4bac18393022,COUGHVID_UUID::1351a8e1-f5e5-4a05-a6a9-4bac18393022,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1351a8e1-f5e5-4a05-a6a9-4bac18393022.wav,0.0,9.72,1,train_augmentation_only,pitch_up,42,155520,155520,0.7850655317306519,0.6746437549591064,,1.5,,,,,,
257,1351a8e1-f5e5-4a05-a6a9-4bac18393022_seg_0__aug02__pitch_down,133,1351a8e1-f5e5-4a05-a6a9-4bac18393022_seg_0,1351a8e1-f5e5-4a05-a6a9-4bac18393022,COUGHVID_UUID::1351a8e1-f5e5-4a05-a6a9-4bac18393022,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1351a8e1-f5e5-4a05-a6a9-4bac18393022.wav,0.0,9.72,1,train_augmentation_only,pitch_down,42,155520,155520,0.7850655317306519,0.516021728515625,,-1.5,,,,,,
258,13687fab-9931-4ba3-97da-6b526fa70dbf_seg_0__aug01__noise_moderate,134,13687fab-9931-4ba3-97da-6b526fa70dbf_seg_0,13687fab-9931-4ba3-97da-6b526fa70dbf,COUGHVID_UUID::13687fab-9931-4ba3-97da-6b526fa70dbf,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13687fab-9931-4ba3-97da-6b526fa70dbf.wav,0.0,5.52,1,train_augmentation_only,noise_moderate,42,88320,88320,0.9582748413085938,0.9609929919242859,20.0,,0.19931213268925538,235048_seg_0,235048,FSD50K_UPLOADER::reitanna,1.0,FSD50K
259,13687fab-9931-4ba3-97da-6b526fa70dbf_seg_0__aug02__pitch_down,134,13687fab-9931-4ba3-97da-6b526fa70dbf_seg_0,13687fab-9931-4ba3-97da-6b526fa70dbf,COUGHVID_UUID::13687fab-9931-4ba3-97da-6b526fa70dbf,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13687fab-9931-4ba3-97da-6b526fa70dbf.wav,0.0,5.52,1,train_augmentation_only,pitch_down,42,88320,88320,0.9582748413085938,0.7074771523475647,,-1.5,,,,,,
260,136d62c4-8b6f-4227-809f-1cdfcf7a767b_seg_0__aug01__pitch_down,135,136d62c4-8b6f-4227-809f-1cdfcf7a767b_seg_0,136d62c4-8b6f-4227-809f-1cdfcf7a767b,COUGHVID_UUID::136d62c4-8b6f-4227-809f-1cdfcf7a767b,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\136d62c4-8b6f-4227-809f-1cdfcf7a767b.wav,0.0,9.9,1,train_augmentation_only,pitch_down,42,158400,158400,0.758253812789917,0.7134345769882202,,-1.5,,,,,,
261,136d62c4-8b6f-4227-809f-1cdfcf7a767b_seg_0__aug02__noise_high,135,136d62c4-8b6f-4227-809f-1cdfcf7a767b_seg_0,136d62c4-8b6f-4227-809f-1cdfcf7a767b,COUGHVID_UUID::136d62c4-8b6f-4227-809f-1cdfcf7a767b,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\136d62c4-8b6f-4227-809f-1cdfcf7a767b.wav,0.0,9.9,1,train_augmentation_only,noise_high,42,158400,158400,0.758253812789917,0.7591937780380249,10.0,,0.28971657857354616,92856_seg_0,92856,FSD50K_UPLOADER::ifartinurgeneraldirection,3.0,FSD50K
262,13851b4d-1ed9-4be5-85c3-b602ab2e8c88_seg_0__aug01__pitch_up,136,13851b4d-1ed9-4be5-85c3-b602ab2e8c88_seg_0,13851b4d-1ed9-4be5-85c3-b602ab2e8c88,COUGHVID_UUID::13851b4d-1ed9-4be5-85c3-b602ab2e8c88,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13851b4d-1ed9-4be5-85c3-b602ab2e8c88.wav,0.0,9.96,1,train_augmentation_only,pitch_up,42,159360,159360,1.0257172584533691,0.5367087721824646,,1.5,,,,,,
263,13851b4d-1ed9-4be5-85c3-b602ab2e8c88_seg_0__aug02__pitch_down,136,13851b4d-1ed9-4be5-85c3-b602ab2e8c88_seg_0,13851b4d-1ed9-4be5-85c3-b602ab2e8c88,COUGHVID_UUID::13851b4d-1ed9-4be5-85c3-b602ab2e8c88,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13851b4d-1ed9-4be5-85c3-b602ab2e8c88.wav,0.0,9.96,1,train_augmentation_only,pitch_down,42,159360,159360,1.0257172584533691,0.625003457069397,,-1.5,,,,,,
264,139d0f69-4c1c-416c-933e-ab45ea42ff93_seg_0__aug01__pitch_down,137,139d0f69-4c1c-416c-933e-ab45ea42ff93_seg_0,139d0f69-4c1c-416c-933e-ab45ea42ff93,COUGHVID_UUID::139d0f69-4c1c-416c-933e-ab45ea42ff93,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\139d0f69-4c1c-416c-933e-ab45ea42ff93.wav,0.0,9.9,1,train_augmentation_only,pitch_down,42,158400,158400,0.872139036655426,0.536898672580719,,-1.5,,,,,,
265,139d0f69-4c1c-416c-933e-ab45ea42ff93_seg_0__aug02__noise_moderate,137,139d0f69-4c1c-416c-933e-ab45ea42ff93_seg_0,139d0f69-4c1c-416c-933e-ab45ea42ff93,COUGHVID_UUID::139d0f69-4c1c-416c-933e-ab45ea42ff93,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\139d0f69-4c1c-416c-933e-ab45ea42ff93.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.872139036655426,0.8655240535736084,20.0,,0.2668641115852136,35296_seg_0,35296,FSD50K_UPLOADER::bansemer,4.0,FSD50K
266,13b55d58-ad6d-4cb4-933e-80622a4ff240_seg_0__aug01__pitch_down,138,13b55d58-ad6d-4cb4-933e-80622a4ff240_seg_0,13b55d58-ad6d-4cb4-933e-80622a4ff240,COUGHVID_UUID::13b55d58-ad6d-4cb4-933e-80622a4ff240,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13b55d58-ad6d-4cb4-933e-80622a4ff240.wav,0.0,3.24,1,train_augmentation_only,pitch_down,42,51840,51840,0.7889136672019958,0.6829020977020264,,-1.5,,,,,,
267,13b55d58-ad6d-4cb4-933e-80622a4ff240_seg_0__aug02__noise_moderate,138,13b55d58-ad6d-4cb4-933e-80622a4ff240_seg_0,13b55d58-ad6d-4cb4-933e-80622a4ff240,COUGHVID_UUID::13b55d58-ad6d-4cb4-933e-80622a4ff240,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13b55d58-ad6d-4cb4-933e-80622a4ff240.wav,0.0,3.24,1,train_augmentation_only,noise_moderate,42,51840,51840,0.7889136672019958,0.7889136672019958,20.0,,0.41816753073127616,361706_seg_0,361706,FSD50K_UPLOADER::lafashion,0.0,FSD50K
268,13bbc1cd-358b-4e90-9a35-31428809eb2a_seg_0__aug01__noise_moderate,139,13bbc1cd-358b-4e90-9a35-31428809eb2a_seg_0,13bbc1cd-358b-4e90-9a35-31428809eb2a,COUGHVID_UUID::13bbc1cd-358b-4e90-9a35-31428809eb2a,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13bbc1cd-358b-4e90-9a35-31428809eb2a.wav,0.0,4.38,1,train_augmentation_only,noise_moderate,42,70080,70080,0.9155591726303101,0.9161467552185059,20.0,,0.07727391060912937,211901_seg_0,211901,FSD50K_UPLOADER::taira komori,2.0,FSD50K
269,13bbc1cd-358b-4e90-9a35-31428809eb2a_seg_0__aug02__pitch_down,139,13bbc1cd-358b-4e90-9a35-31428809eb2a_seg_0,13bbc1cd-358b-4e90-9a35-31428809eb2a,COUGHVID_UUID::13bbc1cd-358b-4e90-9a35-31428809eb2a,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13bbc1cd-358b-4e90-9a35-31428809eb2a.wav,0.0,4.38,1,train_augmentation_only,pitch_down,42,70080,70080,0.9155591726303101,0.8445582985877991,,-1.5,,,,,,
270,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3_seg_0__aug01__pitch_down,140,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3_seg_0,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,COUGHVID_UUID::13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13db4f04-6a75-4ae6-a8ed-45efb08cd0a3.wav,0.0,9.84,1,train_augmentation_only,pitch_down,42,157440,157440,0.9749632477760315,0.6138034462928772,,-1.5,,,,,,
271,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3_seg_0__aug02__noise_moderate,140,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3_seg_0,13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,COUGHVID_UUID::13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13db4f04-6a75-4ae6-a8ed-45efb08cd0a3.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.9749632477760315,0.974368691444397,20.0,,0.31870032524268077,238390_seg_0,238390,FSD50K_UPLOADER::amorralteixe,3.0,FSD50K
272,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33_seg_0__aug01__pitch_down,141,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33_seg_0,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33,COUGHVID_UUID::13ec7c23-9c3d-42a7-90e7-ca621e8e2c33,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13ec7c23-9c3d-42a7-90e7-ca621e8e2c33.wav,0.0,9.96,1,train_augmentation_only,pitch_down,42,159360,159360,0.9855920672416687,0.8570941686630249,,-1.5,,,,,,
273,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33_seg_0__aug02__noise_moderate,141,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33_seg_0,13ec7c23-9c3d-42a7-90e7-ca621e8e2c33,COUGHVID_UUID::13ec7c23-9c3d-42a7-90e7-ca621e8e2c33,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\13ec7c23-9c3d-42a7-90e7-ca621e8e2c33.wav,0.0,9.96,1,train_augmentation_only,noise_moderate,42,159360,159360,0.9855920672416687,0.9908083081245422,20.0,,0.15980198154342096,236580_seg_0,236580,FSD50K_UPLOADER::bcimmet,4.0,FSD50K
274,141ad4b1-d9b2-407d-9e48-913915c02b74_seg_0__aug01__pitch_down,142,141ad4b1-d9b2-407d-9e48-913915c02b74_seg_0,141ad4b1-d9b2-407d-9e48-913915c02b74,COUGHVID_UUID::141ad4b1-d9b2-407d-9e48-913915c02b74,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\141ad4b1-d9b2-407d-9e48-913915c02b74.wav,0.0,9.78,1,train_augmentation_only,pitch_down,42,156480,156480,0.7472232580184937,0.465593159198761,,-1.5,,,,,,
275,141ad4b1-d9b2-407d-9e48-913915c02b74_seg_0__aug02__noise_high,142,141ad4b1-d9b2-407d-9e48-913915c02b74_seg_0,141ad4b1-d9b2-407d-9e48-913915c02b74,COUGHVID_UUID::141ad4b1-d9b2-407d-9e48-913915c02b74,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\141ad4b1-d9b2-407d-9e48-913915c02b74.wav,0.0,9.78,1,train_augmentation_only,noise_high,42,156480,156480,0.7472232580184937,0.7616298794746399,10.0,,1.993590302400609,233389_seg_0,233389,FSD50K_UPLOADER::laiaoreka,1.0,FSD50K
276,1443c84e-8b53-4bcf-910f-c55cf1fc9d30_seg_0__aug01__pitch_up,143,1443c84e-8b53-4bcf-910f-c55cf1fc9d30_seg_0,1443c84e-8b53-4bcf-910f-c55cf1fc9d30,COUGHVID_UUID::1443c84e-8b53-4bcf-910f-c55cf1fc9d30,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1443c84e-8b53-4bcf-910f-c55cf1fc9d30.wav,0.0,4.2,1,train_augmentation_only,pitch_up,42,67200,67200,0.79701828956604,0.6351418495178223,,1.5,,,,,,
277,1443c84e-8b53-4bcf-910f-c55cf1fc9d30_seg_0__aug02__noise_high,143,1443c84e-8b53-4bcf-910f-c55cf1fc9d30_seg_0,1443c84e-8b53-4bcf-910f-c55cf1fc9d30,COUGHVID_UUID::1443c84e-8b53-4bcf-910f-c55cf1fc9d30,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1443c84e-8b53-4bcf-910f-c55cf1fc9d30.wav,0.0,4.2,1,train_augmentation_only,noise_high,42,67200,67200,0.79701828956604,0.7992517352104187,10.0,,0.07521235825797816,203121_seg_0,203121,FSD50K_UPLOADER::npeo,4.0,FSD50K
278,1455b3af-0901-43f5-aa16-64fb01113eac_seg_0__aug01__pitch_up,144,1455b3af-0901-43f5-aa16-64fb01113eac_seg_0,1455b3af-0901-43f5-aa16-64fb01113eac,COUGHVID_UUID::1455b3af-0901-43f5-aa16-64fb01113eac,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1455b3af-0901-43f5-aa16-64fb01113eac.wav,0.0,9.78,1,train_augmentation_only,pitch_up,42,156480,156480,0.7887179851531982,0.5099104642868042,,1.5,,,,,,
279,1455b3af-0901-43f5-aa16-64fb01113eac_seg_0__aug02__noise_high,144,1455b3af-0901-43f5-aa16-64fb01113eac_seg_0,1455b3af-0901-43f5-aa16-64fb01113eac,COUGHVID_UUID::1455b3af-0901-43f5-aa16-64fb01113eac,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\1455b3af-0901-43f5-aa16-64fb01113eac.wav,0.0,9.78,1,train_augmentation_only,noise_high,42,156480,156480,0.7887179851531982,0.7886333465576172,10.0,,2.7726266537877744,361733_seg_0,361733,FSD50K_UPLOADER::lafashion,0.0,FSD50K
280,14a3c119-bee8-435a-9193-d2ce7cb84a03_seg_0__aug01__pitch_down,145,14a3c119-bee8-435a-9193-d2ce7cb84a03_seg_0,14a3c119-bee8-435a-9193-d2ce7cb84a03,COUGHVID_UUID::14a3c119-bee8-435a-9193-d2ce7cb84a03,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14a3c119-bee8-435a-9193-d2ce7cb84a03.wav,0.0,8.28,1,train_augmentation_only,pitch_down,42,132480,132480,1.0642814636230469,0.5385868549346924,,-1.5,,,,,,
281,14a3c119-bee8-435a-9193-d2ce7cb84a03_seg_0__aug02__pitch_up,145,14a3c119-bee8-435a-9193-d2ce7cb84a03_seg_0,14a3c119-bee8-435a-9193-d2ce7cb84a03,COUGHVID_UUID::14a3c119-bee8-435a-9193-d2ce7cb84a03,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14a3c119-bee8-435a-9193-d2ce7cb84a03.wav,0.0,8.28,1,train_augmentation_only,pitch_up,42,132480,132480,1.0642814636230469,0.6991909742355347,,1.5,,,,,,
282,14b74cd8-f433-4d8c-88ee-c77717c52a1b_seg_0__aug01__noise_high,146,14b74cd8-f433-4d8c-88ee-c77717c52a1b_seg_0,14b74cd8-f433-4d8c-88ee-c77717c52a1b,COUGHVID_UUID::14b74cd8-f433-4d8c-88ee-c77717c52a1b,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b74cd8-f433-4d8c-88ee-c77717c52a1b.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.7405063509941101,0.7563953399658203,10.0,,0.12557944867120066,74661_seg_0,74661,FSD50K_UPLOADER::ifartinurgeneraldirection,3.0,FSD50K
283,14b74cd8-f433-4d8c-88ee-c77717c52a1b_seg_0__aug02__pitch_down,146,14b74cd8-f433-4d8c-88ee-c77717c52a1b_seg_0,14b74cd8-f433-4d8c-88ee-c77717c52a1b,COUGHVID_UUID::14b74cd8-f433-4d8c-88ee-c77717c52a1b,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b74cd8-f433-4d8c-88ee-c77717c52a1b.wav,0.0,9.84,1,train_augmentation_only,pitch_down,42,157440,157440,0.7405063509941101,0.41336870193481445,,-1.5,,,,,,
284,14b98f74-59eb-407c-b1a4-53064ee45b43_seg_0__aug01__noise_high,147,14b98f74-59eb-407c-b1a4-53064ee45b43_seg_0,14b98f74-59eb-407c-b1a4-53064ee45b43,COUGHVID_UUID::14b98f74-59eb-407c-b1a4-53064ee45b43,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b98f74-59eb-407c-b1a4-53064ee45b43.wav,0.0,9.6,1,train_augmentation_only,noise_high,42,153600,153600,0.834377646446228,0.9990000128746033,10.0,,2.0401345158072384,379343_seg_0,379343,FSD50K_UPLOADER::leafs67,4.0,FSD50K
285,14b98f74-59eb-407c-b1a4-53064ee45b43_seg_0__aug02__pitch_down,147,14b98f74-59eb-407c-b1a4-53064ee45b43_seg_0,14b98f74-59eb-407c-b1a4-53064ee45b43,COUGHVID_UUID::14b98f74-59eb-407c-b1a4-53064ee45b43,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b98f74-59eb-407c-b1a4-53064ee45b43.wav,0.0,9.6,1,train_augmentation_only,pitch_down,42,153600,153600,0.834377646446228,0.7157119512557983,,-1.5,,,,,,
286,14b9f356-c3dd-456f-9875-5125040d0c83_seg_0__aug01__noise_moderate,148,14b9f356-c3dd-456f-9875-5125040d0c83_seg_0,14b9f356-c3dd-456f-9875-5125040d0c83,COUGHVID_UUID::14b9f356-c3dd-456f-9875-5125040d0c83,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b9f356-c3dd-456f-9875-5125040d0c83.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.7337037920951843,0.7355623245239258,20.0,,0.4276728731104272,54925_seg_0,54925,FSD50K_UPLOADER::digifishmusic,1.0,FSD50K
287,14b9f356-c3dd-456f-9875-5125040d0c83_seg_0__aug02__pitch_down,148,14b9f356-c3dd-456f-9875-5125040d0c83_seg_0,14b9f356-c3dd-456f-9875-5125040d0c83,COUGHVID_UUID::14b9f356-c3dd-456f-9875-5125040d0c83,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\14b9f356-c3dd-456f-9875-5125040d0c83.wav,0.0,9.78,1,train_augmentation_only,pitch_down,42,156480,156480,0.7337037920951843,0.3218444883823395,,-1.5,,,,,,
288,150de1d1-3e1c-4319-8575-cc8b89f775f3_seg_0__aug01__pitch_up,149,150de1d1-3e1c-4319-8575-cc8b89f775f3_seg_0,150de1d1-3e1c-4319-8575-cc8b89f775f3,COUGHVID_UUID::150de1d1-3e1c-4319-8575-cc8b89f775f3,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\150de1d1-3e1c-4319-8575-cc8b89f775f3.wav,0.0,4.26,1,train_augmentation_only,pitch_up,42,68160,68160,0.9743136167526245,0.5740805268287659,,1.5,,,,,,
289,150de1d1-3e1c-4319-8575-cc8b89f775f3_seg_0__aug02__noise_moderate,149,150de1d1-3e1c-4319-8575-cc8b89f775f3_seg_0,150de1d1-3e1c-4319-8575-cc8b89f775f3,COUGHVID_UUID::150de1d1-3e1c-4319-8575-cc8b89f775f3,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\150de1d1-3e1c-4319-8575-cc8b89f775f3.wav,0.0,4.26,1,train_augmentation_only,noise_moderate,42,68160,68160,0.9743136167526245,0.996448278427124,20.0,,0.5910411575069587,363105_seg_0,363105,FSD50K_UPLOADER::fractalstudios,2.0,FSD50K
