uuid_segmento,original_uuid,split,fold,cough_type,stage2_target,cough_type_consensus,segment_duration,peak_amplitude,detected_event_count,output_event_count,fallback_used,segmentation_config,segmentation_method,enforce_non_overlap
e5e9bc03-88b3-432f-b8d1-ca8891b72912_seg_0,e5e9bc03-88b3-432f-b8d1-ca8891b72912,train,0,dry,0,weak_expert,9.6,0.7953358888626099,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
e84454f0-c5a0-4447-a20e-661620e7623d_seg_0,e84454f0-c5a0-4447-a20e-661620e7623d,train,0,dry,0,weak_expert,9.78,0.8231906890869141,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
e8527a0e-96c9-4026-96c2-3b3a3508f3ee_seg_0,e8527a0e-96c9-4026-96c2-3b3a3508f3ee,train,0,dry,0,weak_expert,9.96,0.9147195816040039,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ea550a6f-3b55-4beb-9aa3-1325feed86ab_seg_0,ea550a6f-3b55-4beb-9aa3-1325feed86ab,train,0,dry,0,weak_expert,4.14,0.8338643312454224,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ea783521-7fe9-4e65-9dd1-ba4d30126bae_seg_0,ea783521-7fe9-4e65-9dd1-ba4d30126bae,train,0,dry,0,weak_expert,9.78,0.6996016502380371,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ec53685a-d497-492f-a753-2e0418ee6e1d_seg_0,ec53685a-d497-492f-a753-2e0418ee6e1d,train,0,dry,0,weak_expert,4.02,0.6798915863037109,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ee81db75-dd90-45fc-a2a4-3dfb689f2fbd_seg_0,ee81db75-dd90-45fc-a2a4-3dfb689f2fbd,train,0,dry,0,weak_expert,9.66,0.9353494048118591,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f0be2916-492b-4de5-9061-015407dfe010_seg_0,f0be2916-492b-4de5-9061-015407dfe010,train,0,dry,0,weak_expert,9.78,0.9070941209793091,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f25876a9-e307-41a9-bd78-7ab345f9925e_seg_0,f25876a9-e307-41a9-bd78-7ab345f9925e,train,0,dry,0,weak_expert,9.84,0.9538937211036682,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f2d57d35-d8f6-480d-bb64-58a5676ed09c_seg_0,f2d57d35-d8f6-480d-bb64-58a5676ed09c,train,0,dry,0,weak_expert,9.84,0.6731977462768555,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f4748a2e-b4b7-4b87-be75-8352db1c9b25_seg_0,f4748a2e-b4b7-4b87-be75-8352db1c9b25,train,0,dry,0,weak_expert,2.04,0.7910471558570862,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f4eaf2ba-b2e3-4755-893e-6ddb786189c9_seg_0,f4eaf2ba-b2e3-4755-893e-6ddb786189c9,train,0,dry,0,gold_expert,9.96,0.7926145792007446,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f5a661dc-8161-4842-b1c3-cd7265896101_seg_0,f5a661dc-8161-4842-b1c3-cd7265896101,train,0,dry,0,weak_expert,9.9,0.7629807591438293,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f6205ed8-a1cc-4685-aadc-c5bf8cc87490_seg_0,f6205ed8-a1cc-4685-aadc-c5bf8cc87490,train,0,dry,0,weak_expert,10.0,0.2161809206008911,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f98206a8-8669-4527-b3c8-7064c9aa929e_seg_0,f98206a8-8669-4527-b3c8-7064c9aa929e,train,0,dry,0,weak_expert,9.78,0.771317183971405,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f9b7c88c-63c0-489e-80c7-75ac6b11c182_seg_0,f9b7c88c-63c0-489e-80c7-75ac6b11c182,train,0,dry,0,weak_expert,9.66,1.0064221620559692,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
fcc3203a-cc1f-4eb8-a652-39a43311f598_seg_0,fcc3203a-cc1f-4eb8-a652-39a43311f598,train,0,dry,0,weak_expert,9.84,0.8171298503875732,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
febc1922-0a6f-4667-8f5a-d28efdcd993d_seg_0,febc1922-0a6f-4667-8f5a-d28efdcd993d,train,0,dry,0,weak_expert,9.78,0.9223473072052002,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ff8363d2-016d-4738-9499-4c62480886fb_seg_0,ff8363d2-016d-4738-9499-4c62480886fb,train,0,dry,0,weak_expert,9.84,0.9955508708953857,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ffedc843-bfc2-4ad6-a749-2bc86bdac84a_seg_0,ffedc843-bfc2-4ad6-a749-2bc86bdac84a,train,0,dry,0,weak_expert,9.66,0.8838772177696228,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
034aa6d3-6673-47a1-a319-325aa9be44a2_seg_0,034aa6d3-6673-47a1-a319-325aa9be44a2,train,0,wet,1,weak_expert,4.38,0.8741815090179443,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
0a03da19-eb19-4f51-9860-78ad95fa8cb5_seg_0,0a03da19-eb19-4f51-9860-78ad95fa8cb5,train,0,wet,1,weak_expert,9.96,0.7702106237411499,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
0b0d7e10-8353-4124-a16b-bf96e405f63c_seg_0,0b0d7e10-8353-4124-a16b-bf96e405f63c,train,0,wet,1,weak_expert,4.32,0.8293178081512451,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
0b467189-37bc-488a-bf88-43611762fea8_seg_0,0b467189-37bc-488a-bf88-43611762fea8,train,0,wet,1,weak_expert,5.1,0.7190170884132385,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
0bbac203-c99f-4895-ad6a-85202f1d93a2_seg_0,0bbac203-c99f-4895-ad6a-85202f1d93a2,train,0,wet,1,weak_expert,2.94,1.0703858137130737,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
0ed0f24e-8e57-4183-9b9f-837a701f87df_seg_0,0ed0f24e-8e57-4183-9b9f-837a701f87df,train,0,wet,1,weak_expert,6.96,0.8318389654159546,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
13bbc1cd-358b-4e90-9a35-31428809eb2a_seg_0,13bbc1cd-358b-4e90-9a35-31428809eb2a,train,0,wet,1,weak_expert,4.38,0.9155591726303101,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
18722fbe-d240-457a-a0fc-2d9d09bfbcc8_seg_0,18722fbe-d240-457a-a0fc-2d9d09bfbcc8,train,0,wet,1,weak_expert,9.84,0.8975372314453125,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
191dca0e-7951-4aa3-9764-2761bd511955_seg_0,191dca0e-7951-4aa3-9764-2761bd511955,train,0,wet,1,weak_expert,9.78,0.8186138868331909,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
1c21cb68-6ea8-4aa1-af22-2e64007554d7_seg_0,1c21cb68-6ea8-4aa1-af22-2e64007554d7,train,0,wet,1,weak_expert,9.78,1.001429796218872,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2295a6f8-08d5-467f-8534-8329c9083f28_seg_0,2295a6f8-08d5-467f-8534-8329c9083f28,train,0,wet,1,weak_expert,9.72,0.9828568696975708,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2499bd0e-4221-449a-8184-ee15e1c80b35_seg_0,2499bd0e-4221-449a-8184-ee15e1c80b35,train,0,wet,1,weak_expert,3.72,0.8413783311843872,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
255387fa-5934-4b9b-8c6d-9de47c3841b0_seg_0,255387fa-5934-4b9b-8c6d-9de47c3841b0,train,0,wet,1,weak_expert,9.96,0.9855592250823975,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2af862d9-7cac-4270-97de-ae4b4c293d07_seg_0,2af862d9-7cac-4270-97de-ae4b4c293d07,train,0,wet,1,weak_expert,6.78,0.8971412181854248,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
2de3fb8f-20a6-4fa5-8428-11cad3338d37_seg_0,2de3fb8f-20a6-4fa5-8428-11cad3338d37,train,0,wet,1,weak_expert,9.78,0.9180558919906616,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
332d696d-74bf-49ef-998a-764316780ee5_seg_0,332d696d-74bf-49ef-998a-764316780ee5,train,0,wet,1,weak_expert,4.92,0.921942949295044,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
338f9eb0-d1eb-4448-b183-15d75afece8c_seg_0,338f9eb0-d1eb-4448-b183-15d75afece8c,train,0,wet,1,weak_expert,5.16,1.0891577005386353,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3481b694-34fe-4b03-a529-88ef085815fd_seg_0,3481b694-34fe-4b03-a529-88ef085815fd,train,0,wet,1,weak_expert,9.96,1.0067808628082275,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
34e4c711-fd77-4f76-babf-76437885227e_seg_0,34e4c711-fd77-4f76-babf-76437885227e,train,0,wet,1,weak_expert,9.66,0.9388433694839478,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
35647ec0-1566-4df0-ae5d-27b0357ece7c_seg_0,35647ec0-1566-4df0-ae5d-27b0357ece7c,train,0,wet,1,weak_expert,9.36,0.9187577366828918,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
38c23848-68c1-41a6-b8c8-5d0685dc0246_seg_0,38c23848-68c1-41a6-b8c8-5d0685dc0246,train,0,wet,1,weak_expert,7.74,0.8416908979415894,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3c0efb34-6a14-4b8f-b759-b6e8f2a3c479_seg_0,3c0efb34-6a14-4b8f-b759-b6e8f2a3c479,train,0,wet,1,weak_expert,9.9,0.7507607936859131,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3d1a50bb-5d38-459e-91a0-e57c3ac04e45_seg_0,3d1a50bb-5d38-459e-91a0-e57c3ac04e45,train,0,wet,1,weak_expert,9.78,0.8902761340141296,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
3ecfa0a9-d972-4958-9e46-44dcf980601f_seg_0,3ecfa0a9-d972-4958-9e46-44dcf980601f,train,0,wet,1,weak_expert,7.32,0.8835083246231079,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
42dcff9d-b2e1-4b9e-bd93-81a0a100d232_seg_0,42dcff9d-b2e1-4b9e-bd93-81a0a100d232,train,0,wet,1,weak_expert,9.9,0.9180063605308533,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
43d84d62-8837-479b-bcb6-30effd9ecbc3_seg_0,43d84d62-8837-479b-bcb6-30effd9ecbc3,train,0,wet,1,weak_expert,9.96,0.7531428337097168,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
44e9099f-aac3-4669-a80c-2ee40d65faef_seg_0,44e9099f-aac3-4669-a80c-2ee40d65faef,train,0,wet,1,weak_expert,3.6,0.9603450298309326,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
494f9956-42e9-4cbf-803a-796e3bff2844_seg_0,494f9956-42e9-4cbf-803a-796e3bff2844,train,0,wet,1,weak_expert,9.78,0.8841328620910645,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4b03a48f-c4d7-41c6-9567-678141df90e1_seg_0,4b03a48f-c4d7-41c6-9567-678141df90e1,train,0,wet,1,weak_expert,5.1,1.067907452583313,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4c56d691-9cda-499c-8613-59a9c5659003_seg_0,4c56d691-9cda-499c-8613-59a9c5659003,train,0,wet,1,weak_expert,3.42,0.9560741782188416,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4ca22143-61f2-4f7a-a73e-6304d31a3871_seg_0,4ca22143-61f2-4f7a-a73e-6304d31a3871,train,0,wet,1,weak_expert,2.88,0.9135565757751465,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4fcf0262-b38d-438e-8253-c4f45d20071d_seg_0,4fcf0262-b38d-438e-8253-c4f45d20071d,train,0,wet,1,weak_expert,5.64,0.8844645023345947,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b_seg_0,4ff8d59c-1714-4de5-bdd0-15e6f5bafb6b,train,0,wet,1,weak_expert,9.84,0.9402709603309631,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
56da1f04-fe81-4928-a1de-0f3b9d333c12_seg_0,56da1f04-fe81-4928-a1de-0f3b9d333c12,train,0,wet,1,weak_expert,6.78,1.0022854804992676,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5ab08ae7-0124-4a60-a2dc-d4a0845cc55b_seg_0,5ab08ae7-0124-4a60-a2dc-d4a0845cc55b,train,0,wet,1,weak_expert,5.58,0.8589900732040405,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97_seg_0,5b3b1fd8-70c2-4b40-b759-e2cad6fe9a97,train,0,wet,1,weak_expert,5.04,1.0195561647415161,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
6462d540-48bc-410b-b08e-cdf0b45ee118_seg_0,6462d540-48bc-410b-b08e-cdf0b45ee118,train,0,wet,1,gold_expert,9.78,0.9851304292678833,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
6ad6d999-71c0-409b-970e-03aee3078306_seg_0,6ad6d999-71c0-409b-970e-03aee3078306,train,0,wet,1,weak_expert,9.96,1.0434048175811768,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
6ea6af0c-0f77-46d6-a65b-8df3a925d231_seg_0,6ea6af0c-0f77-46d6-a65b-8df3a925d231,train,0,wet,1,weak_expert,7.32,0.8954615592956543,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
706b1acc-0e61-499e-abb1-43de015eef46_seg_0,706b1acc-0e61-499e-abb1-43de015eef46,train,0,wet,1,weak_expert,7.02,0.9824362993240356,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
73786652-bf01-4a78-8e04-7c44a77d5108_seg_0,73786652-bf01-4a78-8e04-7c44a77d5108,train,0,wet,1,weak_expert,9.48,0.8146491050720215,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
752cd126-1698-4d9d-9649-a1177196d769_seg_0,752cd126-1698-4d9d-9649-a1177196d769,train,0,wet,1,weak_expert,9.84,0.9095947742462158,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
7667763a-3a74-4a29-b5f3-67b626922e05_seg_0,7667763a-3a74-4a29-b5f3-67b626922e05,train,0,wet,1,weak_expert,9.72,0.7276034355163574,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
7b5698cb-b713-4f6d-bb5f-6142b6f509a3_seg_0,7b5698cb-b713-4f6d-bb5f-6142b6f509a3,train,0,wet,1,weak_expert,3.72,0.9456900358200073,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
80cb70ea-369c-44aa-b304-b72b5fe3d07b_seg_0,80cb70ea-369c-44aa-b304-b72b5fe3d07b,train,0,wet,1,weak_expert,9.78,0.8664365410804749,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
88e12b5e-5946-4d70-b2e2-20fc2d8d7d0f_seg_0,88e12b5e-5946-4d70-b2e2-20fc2d8d7d0f,train,0,wet,1,weak_expert,9.9,0.9691466093063354,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
8960f83e-bc0f-48f9-b913-a905b11378d8_seg_0,8960f83e-bc0f-48f9-b913-a905b11378d8,train,0,wet,1,weak_expert,9.9,0.9100314378738403,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
8a7a47d9-7bcc-4eb2-9b93-bf2bf0eccba8_seg_0,8a7a47d9-7bcc-4eb2-9b93-bf2bf0eccba8,train,0,wet,1,weak_expert,5.34,0.8290697336196899,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
8e40d48d-8f5d-4892-8103-451b2679283f_seg_0,8e40d48d-8f5d-4892-8103-451b2679283f,train,0,wet,1,weak_expert,9.84,0.8566974997520447,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
906c93d3-6615-478b-a7a1-803a5a15d360_seg_0,906c93d3-6615-478b-a7a1-803a5a15d360,train,0,wet,1,weak_expert,9.9,0.8215729594230652,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
93711a18-72ba-4e31-a846-73e3baf84128_seg_0,93711a18-72ba-4e31-a846-73e3baf84128,train,0,wet,1,weak_expert,6.66,0.9712525010108948,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
980be57b-b54c-4e5e-871f-41ef7785dae5_seg_0,980be57b-b54c-4e5e-871f-41ef7785dae5,train,0,wet,1,weak_expert,3.24,0.781297504901886,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
9aad0bb1-3d4e-430b-964f-2a8b27a20143_seg_0,9aad0bb1-3d4e-430b-964f-2a8b27a20143,train,0,wet,1,weak_expert,9.9,0.9688949584960938,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
9f671ce6-784b-4e64-bcd9-086a4f2db274_seg_0,9f671ce6-784b-4e64-bcd9-086a4f2db274,train,0,wet,1,weak_expert,9.96,0.9396815299987793,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
a03baece-440f-4026-9705-4fcb2bc9e065_seg_0,a03baece-440f-4026-9705-4fcb2bc9e065,train,0,wet,1,weak_expert,9.84,0.9468197822570801,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
a6645b1d-dadc-4258-b03b-c5b3f05d519d_seg_0,a6645b1d-dadc-4258-b03b-c5b3f05d519d,train,0,wet,1,weak_expert,9.9,0.9148273468017578,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
a8b75ca3-e846-415b-809b-5a7c2c9024eb_seg_0,a8b75ca3-e846-415b-809b-5a7c2c9024eb,train,0,wet,1,weak_expert,9.96,1.0269807577133179,5,5,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
a9910dca-8898-4eed-90ed-1371a22c64e6_seg_0,a9910dca-8898-4eed-90ed-1371a22c64e6,train,0,wet,1,weak_expert,5.16,0.7323288917541504,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
b5314535-17c1-407c-9028-f6c63f83e362_seg_0,b5314535-17c1-407c-9028-f6c63f83e362,train,0,wet,1,weak_expert,9.9,0.9023591876029968,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
bb84b88b-acd0-4975-8d43-0d0ebbf071f3_seg_0,bb84b88b-acd0-4975-8d43-0d0ebbf071f3,train,0,wet,1,weak_expert,9.72,0.976972222328186,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
bc74e39c-ab99-475d-932c-289473b9de54_seg_0,bc74e39c-ab99-475d-932c-289473b9de54,train,0,wet,1,weak_expert,8.46,0.6629719138145447,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
bfb9c86e-eead-44ac-8969-ea42e869a3a3_seg_0,bfb9c86e-eead-44ac-8969-ea42e869a3a3,train,0,wet,1,weak_expert,9.84,0.999596893787384,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
c73c0e08-c880-4f04-a432-150d9c955b0c_seg_0,c73c0e08-c880-4f04-a432-150d9c955b0c,train,0,wet,1,weak_expert,9.06,0.7925598621368408,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
cafcbee4-cfe7-4bac-8bbe-ba98da2b9179_seg_0,cafcbee4-cfe7-4bac-8bbe-ba98da2b9179,train,0,wet,1,weak_expert,4.92,0.7958223223686218,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
cbdd4f1b-a67e-46e3-8f1a-a52da5689294_seg_0,cbdd4f1b-a67e-46e3-8f1a-a52da5689294,train,0,wet,1,weak_expert,9.9,0.9037081003189087,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
d50fb043-08aa-4960-94f7-e9bbc690e70d_seg_0,d50fb043-08aa-4960-94f7-e9bbc690e70d,train,0,wet,1,weak_expert,9.78,0.7303292751312256,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
d9b4a30f-682d-4889-b65f-b359f4ebc74d_seg_0,d9b4a30f-682d-4889-b65f-b359f4ebc74d,train,0,wet,1,gold_expert,9.9,0.8475105166435242,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
dccd10ed-751e-462c-9513-340d89510ea6_seg_0,dccd10ed-751e-462c-9513-340d89510ea6,train,0,wet,1,weak_expert,9.9,0.23546984791755676,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
dd26e157-4b48-45b4-9d57-90ed5ed1d06b_seg_0,dd26e157-4b48-45b4-9d57-90ed5ed1d06b,train,0,wet,1,weak_expert,9.84,0.9662716388702393,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
e16268c9-dc19-43d9-b55b-b01258603ae5_seg_0,e16268c9-dc19-43d9-b55b-b01258603ae5,train,0,wet,1,weak_expert,8.7,1.0195705890655518,6,6,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
e35305cb-6b8a-4c37-a216-3857fab648e7_seg_0,e35305cb-6b8a-4c37-a216-3857fab648e7,train,0,wet,1,weak_expert,9.0,0.7089354395866394,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
ec1c43c9-5043-4735-9f66-905e47e22b48_seg_0,ec1c43c9-5043-4735-9f66-905e47e22b48,train,0,wet,1,weak_expert,9.78,0.9676535725593567,4,4,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f347e2ac-a8f0-4eb1-8d14-088345ca7a7b_seg_0,f347e2ac-a8f0-4eb1-8d14-088345ca7a7b,train,0,wet,1,weak_expert,9.54,0.8076342940330505,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
f5608979-5563-4e30-804a-901f50270c60_seg_0,f5608979-5563-4e30-804a-901f50270c60,train,0,wet,1,weak_expert,8.04,1.0039424896240234,3,3,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
fbd52f87-029f-4bd9-86ed-4743018722e8_seg_0,fbd52f87-029f-4bd9-86ed-4743018722e8,train,0,wet,1,weak_expert,9.9,0.8797869682312012,2,2,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
fd59bf10-ea8f-4401-a6d9-a9cce4e8303f_seg_0,fd59bf10-ea8f-4401-a6d9-a9cce4e8303f,train,0,wet,1,weak_expert,9.96,0.9234076738357544,1,1,False,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,True
