split_group,dataset_origin,uploader,split,fold,recording_count,no_cough_count,cough_count,new_fsd50k_cough_count
COUGHVID_UUID::38c2b0b6-1c3a-4b2c-a05b-0219565f4225,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::38cd2f39-edad-4c95-a338-c127c6ae3517,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::38e7f072-6f3b-47b2-8b63-1e3fc2d7cb1a,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3933ed20-16d9-47b0-aaa2-9c96bde0a36c,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3938fac1-ae70-4148-90ea-59abb26459c1,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::39460774-2d87-4c17-9015-5ca9d6328744,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3951f2b6-88a3-4419-a191-774fb50b918f,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3960bb7b-56e2-4cad-aa5f-8849b99b5bf5,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::39791f26-0507-4862-ada4-369e28225207,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3987cfec-1d63-4362-9d51-0f98b1fa67fd,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::39b73ec8-7f5c-48de-bc5c-ea4f15e26436,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::39dde9fb-3225-40e4-b8dd-9173f435930d,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::39e4cc19-0db4-492a-b580-9fc4e4ab62ea,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::39f05085-26dd-4d30-b7e3-13579c35404c,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::39fc7508-62ba-41f5-ba87-fbb328b61101,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::39fdca62-1ce2-4e54-9a6b-d4ef5aa80bc5,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3a283026-4937-4cc3-ac9e-9d9382a56d10,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3a325d6e-929d-48f4-b640-36e08fa37cf4,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3a36b31d-a87c-48af-8492-d019103b62c2,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3a3b515b-fde5-4208-bb1c-c24de372c9e7,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3a3e7613-0749-40ca-bec3-fbe8070a9719,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3a464b3e-62c1-439b-b0a2-9999afa8a13a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3a51bf1c-229b-4513-b75b-7efc442b4f75,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3a56eba7-5667-40a4-ba87-1dea49be1afe,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3a6d3a21-4c29-47a9-9146-913edb738bca,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3a85240c-0310-48c8-aef7-2337fbbbf168,COUGHVID,,train,3,1,1,0,0
COUGHVID_UUID::3a9cff16-a1a5-4aed-948a-461f94ef3045,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3aac052c-4344-4350-a877-59f8a5270b02,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3ac4c15d-fadd-430f-8866-399b9bd19adc,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3ad08dbf-1d9e-4055-83fa-9a0e0bb45d34,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3ad61f08-80f1-4576-ae32-f383e46dbe53,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3af1ee7b-2411-4cb0-afb1-e49d2c9a9cad,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3b018a2b-59a9-484b-a71e-437fb96698ab,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3b1cd361-b8b0-47ae-a02a-d2b0f2d40807,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3b1db132-ba86-43e2-a35b-9638b5fce854,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3b2028a4-f2e5-4462-b618-7d5240be8af7,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3b4e25eb-d3da-4ae2-a8ed-3eed58d11167,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3b6a0157-04a2-46cd-b5a7-299595293a2d,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3b8a7440-02ad-4df4-99e2-7edb97c52c0a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3b8e6988-cee6-4836-8c59-7ea1258b99b5,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3b917045-a264-4e3c-9a70-491e49448c36,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3bc13005-f63f-4ca4-9ee7-92b40b511eb8,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3bc2b14b-0b81-40bc-b6db-6f8864ede96a,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3bd63a44-a443-4a3f-a1ec-ffc2540f7ed0,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3be5af36-9e52-465a-81a6-da1c60d350f5,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3bfb013a-ab53-491c-8981-a469dc727896,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3c0efb34-6a14-4b8f-b759-b6e8f2a3c479,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3c1efb88-ebba-4dd6-8fb7-ac1fb6e78abb,COUGHVID,,train,1,1,1,0,0
COUGHVID_UUID::3c3e2950-ff3d-4db5-b079-6db5182f3f92,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3c6cfda1-3fe9-403d-b5d1-7797420debe2,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3c903e81-9634-4d62-90f0-f09b95f382f7,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3c904df6-f716-46dd-ada4-6bef980ccc66,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3c972e12-912b-4f15-97f5-c52de2ed4f36,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3cb4dbb6-d191-4331-bcdb-eec0f100484a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3cb85577-5a6c-44b5-9d67-1905a6f22c10,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3cbb5093-53f6-45a7-8bbc-ea87c51dc88c,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3cbd8630-11c0-4df0-a8c5-5200bec45213,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3cd85fba-3410-4c56-81ba-ef1be7617582,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3cf93027-a70f-4cad-9a3a-a51390783da6,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3d080e1b-cfa2-43aa-b017-9621cdea5c7a,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3d1a50bb-5d38-459e-91a0-e57c3ac04e45,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3d74c62a-40cb-4f3f-8851-d3aae9e44b48,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3d8a71a7-e94f-425c-8b92-09aceddcd063,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3da2ac89-e005-4515-a05f-1465958e489f,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3daa3dd0-e920-46a8-bca5-2a7f728998d7,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3dcb6589-5216-4795-ae68-7faa87b6873f,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3ddb3d94-6f96-433a-89f7-6cdc278f62a9,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3deed1f8-085b-4531-92f1-c03ec500802a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3df1981c-e380-40bd-ab27-4465eee42d27,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3e051a0d-5f5e-4ec6-b0e9-6a97c809cc92,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3e1be8df-6634-44ef-b0a1-a4ab499f2959,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3e231461-a679-4e96-8fcc-07480b6309c1,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3e41a46c-fe65-4403-a335-ba41ebf5fc46,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3e4f0ebc-7100-48a8-b164-4d90b8dee8db,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3e6c4fe1-b681-48d7-a576-5c4ddee41c70,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3e80334d-1d97-4dc5-a17a-affd1f06011e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3e831e76-b1de-4c66-aab4-1386b2b8c8a4,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3e8c5cfd-d265-4499-8faf-1d192997f2cc,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3eadfa75-5906-4695-91fb-5726a24e02cd,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3eb220d3-3d77-4af3-a525-062776fdd43f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3eb99a71-eda9-4678-a328-713893887d04,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3ecfa0a9-d972-4958-9e46-44dcf980601f,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3ed5641c-6d4c-4ae9-bb37-7aa69eac6e92,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3ef8a638-8f4c-4018-8e25-dfd817979599,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3f144fa4-5335-4726-93b8-2b4c1b2ed3f0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::3f2c6f57-c361-4fe7-ada8-5f47b6e8ee60,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::3f423152-d7aa-4c49-8c24-1fedcd4eb636,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3f582004-aa52-4a2b-bba8-cb76352ddf44,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::3f60d2a0-aed6-45d0-b0f7-81bcf743a4e7,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::3f79e920-731a-4b1c-94b2-7e02f256c9e0,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::3f80b816-c688-478a-a5da-85ed19581b1e,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3f9a82e6-93b5-4d80-b8ae-09d36929d437,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::3fbe6119-b6d0-4aeb-beb8-19d1751ce190,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::3feed3e9-634e-4ff2-9a6a-79a0f86ce388,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::40161478-dbde-44b9-83bc-1735d915fbf4,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::40468fb3-fc81-4a5e-8cc6-e49011c1c9d5,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::408817b5-bd76-496d-9997-19cd7d36c45e,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::409c0b45-5adb-408b-adfd-94f7ffef6fc9,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::40a32ab4-6354-44a2-86b4-0570e8d3747d,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::40c8a6bc-b676-4678-8987-1db07f5923c4,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::40c8f001-ecbb-41dd-a6f6-595fdd5b3fcf,COUGHVID,,train,1,1,1,0,0
COUGHVID_UUID::40de29df-7881-4cbf-9339-809f6a48ba39,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::4122c8f7-07e5-4c74-8993-c17157bd6c1b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::41793be3-8eb0-467d-b9a2-f09f6678fc4e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::41b99768-ae1b-4038-b831-d7c7d225f369,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::41bb08e9-6d43-41bc-bca2-a465f7dcf2f3,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::41c95439-7a27-4f01-8aba-4a0640b4683e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::41ef8038-b679-44e0-85f2-da3e81e21091,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::41fc7925-0b48-4555-b55e-49ce9290addf,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::421d9f99-9d55-40e6-8d30-0d9891605994,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::422a71b9-7343-4d2f-9170-8976d2dc532b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::42353727-e3af-4045-b3ff-dd49daa58050,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::424784ac-85a8-4b14-8447-fce82be45f62,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::424f1c61-5421-4da9-b3de-70e2d706867e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4260e6fd-0a12-48de-9bfd-1b8644c2186b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::4283550e-8fe9-4495-9b3e-11ab3020d254,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::429020e9-eeab-43f6-a72b-6f19fdcdb054,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::42dcff9d-b2e1-4b9e-bd93-81a0a100d232,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::42e6746e-1485-4272-a84e-876d56a7d2f0,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::42ee475c-2a4b-48f0-b33e-9a5f57000770,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::431c4a7e-06d9-4fed-9aca-2de718d66f29,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::43298143-1004-44ef-889f-10ba9dc9d51f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::433a37a6-02c8-4ff3-b71b-67d4c9968919,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::433ffd18-edab-43f6-8cc0-3745d3019cda,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::434e8737-4273-4de2-8439-d85547cd96e7,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::43517c5a-e8ee-49a1-9b28-c2d224300996,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::4376cf7a-db13-4730-b2bd-890bd5e5cb8b,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::43795e89-f72e-4d3e-877d-a157fb169949,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::439daf49-ca13-413b-80e8-a8b6928db817,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::43a03324-1389-4e23-9d44-2ee831b7e3d2,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::43b36c34-a383-445e-a4e2-fe9d7849e62a,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::43b3c687-017e-4097-8c79-894f2190c353,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::43cfe07c-cf76-4d97-914a-b1a1ec2c9759,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::43d6034a-6751-4023-9ee7-6510dd3e157d,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::43d84d62-8837-479b-bcb6-30effd9ecbc3,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::43df4f16-fb75-43bb-a866-5231a9243e21,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::43e83454-4324-4f0d-8ff5-02c53b4781c8,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::43ec41c8-e667-42e8-8018-167b6a2c9b98,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::44276123-82cf-4aa0-abb6-a483c83b9852,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::444d9701-cc2f-4dc7-87ff-4f6ada471c3e,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::447f49c5-43e7-48a9-9a82-1afefd22725b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::4493e997-621f-4fa5-8c0d-84d6b245b75a,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::449b3a31-6ec1-4e6a-bb90-4cf63b07c8be,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::44b27f52-da3d-4157-bc41-be4e87df978c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::44b5bf62-3ce0-491b-8251-2822b8b436a2,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::44c16fe2-1d25-4964-b32d-61ce832599c1,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::44c295f9-5176-41ce-a1e2-f94633b9b57b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::44d6d275-b422-4338-bda2-2d0cc203f72b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::44de5da6-74ca-4cb2-952c-1271a115bedf,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::44e9099f-aac3-4669-a80c-2ee40d65faef,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::450dbdc0-e479-43a2-b3d2-8e51b8253649,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::453a2e23-38b2-4b65-a2d8-0e89ec37c872,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::45468c10-083b-4fea-9883-29a552edd30d,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::45582cb7-2ec8-453a-9f5d-57d0a7710fb8,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::456005c3-f550-4770-a091-befce2a7d630,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4564ccce-b037-4509-ac0b-a7c59a2a262a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::457cb363-1ac1-422c-a02c-03e99bce9c1f,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::459c949d-1074-4687-a911-e1b61753643c,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::45d74056-f8f3-4e25-8111-68f4960b3cfd,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::460a8717-0a50-4e1f-b399-86e27cc31579,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::4619f7e8-fae5-4477-971c-0568ede350a2,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::4624e4da-10f1-44b0-855e-a7ac857fbc82,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::462c8d00-d349-40b3-ad60-440fc5746b6d,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::463ce01e-aaa6-4a11-b1a2-1055ced0063e,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::46426fe2-df73-4109-81ec-e62b49d8b626,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::46716e6d-870b-451e-b0fc-7641500781b2,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::46723cf9-49fd-404f-b62f-6ba97019d921,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::46822a7b-040f-45a1-82e1-f8650e832605,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::46a06a18-2b08-49b1-8c22-40b5a23089ff,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::46a647cb-8f90-4020-affb-775bf931e775,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::46c6c8ef-8b3d-42a1-b4a1-e86e6aeb1664,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::46d8c156-9f6b-45bf-b2af-ea8ecb192f88,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::46e84354-e27c-496f-ae99-fb18651aa0fc,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::47041a03-16e8-4a03-b343-8d5e69afcd5c,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4726cbb8-8af3-4da1-848c-5f1d9e4d8588,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::47298691-1737-4d18-b301-b3526e935c1e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4735aed3-46f9-44c5-91f0-ca772c541fff,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::47566b56-c2aa-48d5-a0be-92506fc53eab,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::4763797e-e24f-4af4-a449-d60bbc9079cb,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::477b8b77-3b3b-4ac6-978c-d51651932c8a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::477d5eb0-f5a4-4c97-9f00-03ace4fbf876,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::478090b5-f194-46a2-96be-4a0ba30ad3b0,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::478adaaa-cc6a-487d-a842-a30af37aa4d0,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::47b47be2-59eb-4ae8-b0ca-e4180f04896c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::47b5e63d-17ff-4f39-a8d6-f1d711992913,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::47bd1b3a-b186-490f-9227-94bbd788b6f4,COUGHVID,,train,2,1,1,0,0
COUGHVID_UUID::47ceafde-45d9-4bb6-881a-5ef866fa908d,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::47edb277-7f3c-426d-8e14-a0385f3c1b77,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::47eee8d8-e1ac-49a7-8059-ad702620309a,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::4811b9fb-5369-478e-91ac-a6eb9a72005e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::481443c9-17a9-4194-9525-8c5fc2cd15fc,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::484f767d-de6f-4b94-881b-943fd50e6f8f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::486dd43d-63a6-4ad6-8a00-2787b31c245e,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::48783717-fa70-414d-ae74-f7a2d794c7c9,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::48834369-72f5-4bbb-847c-5636af5a6882,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::48aacddd-c0ea-43b3-9e80-5f38c43a348c,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::48b287c0-5c2b-44ef-b469-3808b3b287ea,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::48bcd9fe-f974-46cc-910a-1b0307eaa336,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::48c58e7f-6412-4982-a9fa-c139a5485023,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::48d078a6-6e5c-4e34-a562-3bd57d7688d6,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::48d2818d-b1ab-4f75-a9d3-5f3c6f0f55d0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::48d28621-e417-47ae-ab2b-54e659e9df04,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::48f84033-8615-4805-b2a5-d84050d3951b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::48fbbe76-191f-4297-8e87-aa86fc3b6097,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::48ff5e27-832e-4450-9ea5-288a0e6967db,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::49064a01-6e0f-45bd-8b1d-853438414e93,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::491018d6-fe1e-4b24-9c42-70971ec93615,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::49114698-8b5c-40e3-9645-b6a5223658d8,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::49281918-b0c1-43c8-8cd7-6f1e440b8c6c,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::4934dd77-80e0-42b9-bfc4-995b03b76450,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::493632f2-537a-4a36-a932-268a8aa59486,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::494f9956-42e9-4cbf-803a-796e3bff2844,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::494fdf0a-fc66-4292-acc4-7a69df02405f,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::497a3603-10e8-4b8e-a2cd-2ee17f548df8,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::4982b195-822b-4d81-8b0d-d032b6762fdc,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::498d64dc-e551-4fe1-8da3-ba533134d950,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::49944a66-4aa3-4986-b3de-10efa29e13d4,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::49bc7b95-fbe5-4933-886e-8752b8acf842,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::49c952bf-0654-4baa-a67f-363745f146de,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::49cc8b94-838b-4b23-9fb1-8d9384520634,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::49f6f0db-97dc-4da4-848e-69bd536b5283,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::49f7f1de-5199-4291-b906-f058a8dc74d9,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::4a19eff2-8302-4aa6-9164-ae5a9d2d824f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::4a31db13-a871-43f8-88ed-f5f153e79fa2,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::4a39216d-fdac-4a28-b2cc-367e39d098aa,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::4a54513d-cdcf-4ea6-8139-b0f1d33d41d8,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4a7e9409-6c01-4e9b-b248-9f610dd87f11,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4a8b913e-ca59-48bd-ad45-90a555b8dc22,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::4aaf6bb9-6129-4d52-b07f-7f8a736b7ae4,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::4ac7d2c1-baed-47ba-83b0-27ca9b760583,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4ad7f735-eee2-41d2-b6c4-452a38b797e4,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::4afa3822-6de3-4877-b5ee-2e4e7ffb9081,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::4b03a48f-c4d7-41c6-9567-678141df90e1,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4b03ff25-ce0b-47bc-b73f-d4d302a896a8,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::4b22dc75-caee-40a8-84da-d3bc8f4eca69,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::4b46da7b-b391-45f6-925a-9aa31eb5b58a,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::4b65541f-1159-47a7-8de8-6956716edd8b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::4b89c5e2-1902-4497-af7a-1eda2630656b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::4b99e637-b1a3-49af-afa9-65c53570c5e5,COUGHVID,,train,4,1,0,1,0
