original_uuid,stage2_target,cough_type,event_count,mean_raw_s2_across_549_paths
a9910dca-8898-4eed-90ed-1371a22c64e6,1,wet,1,1.1219487596663141e-05
b5314535-17c1-407c-9028-f6c63f83e362,1,wet,3,1.302631022783951e-05
bb84b88b-acd0-4975-8d43-0d0ebbf071f3,1,wet,3,7.642272877718501e-06
bc74e39c-ab99-475d-932c-289473b9de54,1,wet,2,8.024878667170774e-06
bfb9c86e-eead-44ac-8969-ea42e869a3a3,1,wet,4,4.4588372332933456e-06
c73c0e08-c880-4f04-a432-150d9c955b0c,1,wet,3,6.736259889899238e-06
cafcbee4-cfe7-4bac-8bbe-ba98da2b9179,1,wet,2,1.3653464677838997e-05
cbdd4f1b-a67e-46e3-8f1a-a52da5689294,1,wet,6,2.118174331541502e-06
d50fb043-08aa-4960-94f7-e9bbc690e70d,1,wet,1,4.54390398525841e-06
d9b4a30f-682d-4889-b65f-b359f4ebc74d,1,wet,4,3.022062690023887e-05
dccd10ed-751e-462c-9513-340d89510ea6,1,wet,4,6.812073965947307e-06
dd26e157-4b48-45b4-9d57-90ed5ed1d06b,1,wet,1,2.1377275724653716e-05
e16268c9-dc19-43d9-b55b-b01258603ae5,1,wet,6,1.0457242520843516e-05
e35305cb-6b8a-4c37-a216-3857fab648e7,1,wet,2,1.8524419632559598e-05
ec1c43c9-5043-4735-9f66-905e47e22b48,1,wet,4,3.694225975794924e-05
f347e2ac-a8f0-4eb1-8d14-088345ca7a7b,1,wet,3,5.6594757207906085e-06
f5608979-5563-4e30-804a-901f50270c60,1,wet,3,1.5321632688676333e-05
fbd52f87-029f-4bd9-86ed-4743018722e8,1,wet,2,9.05458653454347e-06
fd59bf10-ea8f-4401-a6d9-a9cce4e8303f,1,wet,1,1.304498401753962e-05
00ce5b06-c302-4387-bbd7-86355a4a8c12,0,dry,5,1.0642555618436004e-05
0177b817-0ba3-498a-bc05-48bc66cc91b8,0,dry,2,1.0708067253968446e-06
036d875c-d39b-45f1-a17f-7f7badf0aa42,0,dry,2,8.423712145709343e-06
0379c586-c500-483c-83a6-95b63afe6931,0,dry,3,3.6981178372752836e-06
03fca101-9ce7-4eb9-aeae-a6f8d4ee5599,0,dry,2,1.6417817888847288e-05
07e33d6b-560d-4c16-8d7e-ecd5ddb3b195,0,dry,3,4.253848940362988e-05
07f95718-2edc-4baa-9e18-3c6e04eb6e39,0,dry,1,7.150701168027902e-06
0c35e382-31cd-42cb-bc87-8a84b9c52a41,0,dry,1,2.559569521354194e-05
0eba0c0a-5609-4777-903d-b15292798250,0,dry,5,1.1792801166201677e-05
0f38cc71-e212-481e-ad6f-7ab087eb3cdb,0,dry,1,1.9548578750757395e-05
0f87635c-4a6c-4c84-aaae-34afc236c22b,0,dry,3,2.171497814339711e-05
100fa960-30ee-4dfd-9364-38cf878709a0,0,dry,3,2.6329681986484617e-05
11e0ed82-8f65-4a71-81cf-20fed63f9e51,0,dry,3,6.227754008796829e-06
13606b20-6081-484b-93e2-dd80648bfe06,0,dry,4,1.0731388104310477e-05
13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,0,dry,3,8.11312469736127e-06
154161ff-1243-49c0-a377-72992b6954e3,0,dry,1,1.749039119871428e-05
15a88a65-a01f-4d31-9cb3-a8b46bb8b780,0,dry,3,2.154859210585407e-05
161d1ac7-7dc1-440e-96e1-fa091f76d828,0,dry,1,1.606948067851313e-05
16527cdc-bf15-4805-8f8d-28b11175ff5d,0,dry,3,1.7810177855181843e-05
16f9b161-86c6-4af1-99cb-0ab327f10fed,0,dry,5,5.076584647185309e-06
18736769-dad3-4fa6-88d5-6e8dfc951008,0,dry,3,1.561080753642994e-05
1ba36c5a-542c-4164-aa43-b1f01f23f94d,0,dry,2,1.7028763324855215e-05
1cc88f3a-3529-4cb8-a167-fc0cb5b0bfb6,0,dry,1,1.4634744158342228e-05
1d19775f-175d-4fdd-8dfe-c080a0c8de45,0,dry,3,7.265637123105794e-06
2018bfea-0071-4aca-8d45-18dac4d65199,0,dry,2,1.076995059428211e-05
20602da6-a92f-40ad-81d2-1688f5f1fcde,0,dry,1,1.64348679045614e-05
2089c2bd-d408-429e-9f15-138343a5cc9c,0,dry,3,1.7439696094215e-05
20c748f1-3eba-47dd-84fa-b9160e4a1ac6,0,dry,2,4.88250723508756e-06
2137ce12-072a-499e-bf8d-5ef099aa4b6b,0,dry,3,2.1928346491090777e-05
2519f0bc-6606-4537-acc2-b8fdec0ee15c,0,dry,3,1.8227456303640584e-05
25b750e5-8a76-4c13-9fd8-851e45d1b5ed,0,dry,3,1.5446788121110854e-05
27c2cc15-dd1e-455a-8bca-59794d2fe98f,0,dry,2,6.579031042989071e-06
296446a3-d81c-4aaa-897f-d80c849b95b0,0,dry,5,3.1099114519668748e-06
29c56cde-7a9f-44dd-a1d6-f6e4878e33de,0,dry,2,2.032905256496636e-05
2aa1d5be-0191-4540-9159-77ec1faa4094,0,dry,3,1.2375854600382425e-05
2cc2fd2e-6314-424a-977b-7237f935fb65,0,dry,2,1.9423735718903077e-05
2cfd466b-baa2-43f2-be7a-be2fb0e6dd66,0,dry,1,1.1666911590121693e-05
2d090ab6-346d-4168-a8aa-57296bcaf6e0,0,dry,1,1.6334674409291643e-05
2df9d90f-7616-482f-ae5a-e0c8d3ee4289,0,dry,1,3.576325662641189e-05
2f9750bf-c157-4326-b12f-b0fd5b6ec229,0,dry,1,4.415678935602083e-06
3245eebf-f4d3-4a72-ba74-26a5af5da2d1,0,dry,2,1.5035619249561245e-05
39791f26-0507-4862-ada4-369e28225207,0,dry,1,8.868967609299712e-06
3ad08dbf-1d9e-4055-83fa-9a0e0bb45d34,0,dry,3,7.531799156063013e-06
3b1db132-ba86-43e2-a35b-9638b5fce854,0,dry,3,8.26078221988562e-06
3b8e6988-cee6-4836-8c59-7ea1258b99b5,0,dry,6,1.4343397504275259e-05
3bc2b14b-0b81-40bc-b6db-6f8864ede96a,0,dry,1,1.3584882016557095e-05
3e6c4fe1-b681-48d7-a576-5c4ddee41c70,0,dry,4,1.0354955233469343e-05
3eadfa75-5906-4695-91fb-5726a24e02cd,0,dry,1,7.3133010781318845e-06
3f2c6f57-c361-4fe7-ada8-5f47b6e8ee60,0,dry,2,3.499116648348211e-06
3f423152-d7aa-4c49-8c24-1fedcd4eb636,0,dry,4,3.7760519891586865e-06
3fbe6119-b6d0-4aeb-beb8-19d1751ce190,0,dry,1,1.0652876323801577e-05
408817b5-bd76-496d-9997-19cd7d36c45e,0,dry,1,1.2444043134166759e-05
41793be3-8eb0-467d-b9a2-f09f6678fc4e,0,dry,3,7.4738066776581445e-06
41bb08e9-6d43-41bc-bca2-a465f7dcf2f3,0,dry,1,1.1771485363370813e-05
422a71b9-7343-4d2f-9170-8976d2dc532b,0,dry,4,5.912541996466088e-06
43517c5a-e8ee-49a1-9b28-c2d224300996,0,dry,5,8.191188839427102e-06
447f49c5-43e7-48a9-9a82-1afefd22725b,0,dry,1,9.746762631299714e-06
44d6d275-b422-4338-bda2-2d0cc203f72b,0,dry,2,7.204252345867782e-06
4564ccce-b037-4509-ac0b-a7c59a2a262a,0,dry,3,8.246989263918181e-06
4624e4da-10f1-44b0-855e-a7ac857fbc82,0,dry,2,9.273493996196467e-06
47298691-1737-4d18-b301-b3526e935c1e,0,dry,5,1.1041464588938556e-05
49064a01-6e0f-45bd-8b1d-853438414e93,0,dry,2,2.4607245755899698e-06
4c9ce6f7-8ca8-41b9-8e18-8cd3de335c48,0,dry,2,3.3910064433268725e-06
4d230bec-1056-49ca-b274-c0825b924824,0,dry,3,1.5692805820675833e-05
4e47612c-6c09-4580-a9b6-2eb6bf2ab40c,0,dry,3,2.029406921821895e-06
4e9f4130-2954-4d29-adf5-d26768d3ead3,0,dry,1,1.4068727071612577e-05
4f468032-6c4f-438b-9f19-219859552c5d,0,dry,3,1.758399116045415e-05
4f5a4b71-46a6-42d8-aecd-7e0cc23d7d70,0,dry,1,1.332305295211191e-05
52f6838a-4033-4a71-84bb-81cbb4e64ab7,0,dry,2,9.371246632693449e-06
53325adb-0ff2-480a-8af0-fd9da2a10322,0,dry,1,2.571599487701478e-05
552dda14-3fea-4473-b39a-f409eb6a08f7,0,dry,3,6.115865226072256e-06
5607860e-70fd-4fab-8e93-158ecedabdaa,0,dry,5,2.2390580533272185e-05
56e28407-7719-45a2-93a3-9dc34f6e2560,0,dry,2,7.719359405014091e-06
5729ad12-0130-4b4f-8865-159fbf93018a,0,dry,4,1.3019920008415742e-05
5806ea47-6382-4268-bc3b-2be28a600e15,0,dry,1,1.9550194790916183e-05
5874af96-541d-443c-878d-996bd7bfa1cf,0,dry,2,1.0130760743073817e-05
5ab4d303-64be-4ea4-a65e-8681659e8e5f,0,dry,2,1.9358489489042442e-05
5bcb66a6-ed26-45fc-a0a1-c7286a01de66,0,dry,3,6.937183251310636e-06
5d29532f-943b-4726-aca8-21191eeba327,0,dry,2,4.097940871734094e-06
5e2dd52b-f9f1-4647-ac69-858dcb6f7611,0,dry,3,2.3577652289257196e-05
64522664-f2f7-4141-9b74-ba0b9d181c31,0,dry,4,1.963299112968944e-05
64d7d0e6-715c-4fd2-a0e8-334122b61ff2,0,dry,1,2.0835438249600973e-05
64e6a399-4aff-4758-a7a1-68f5460bd320,0,dry,2,1.670565401374664e-05
65be7822-e7c7-4fdc-9549-bf3fac30f919,0,dry,4,5.989159508212112e-06
6604cf63-454a-4b13-9fc9-95eb74566e8e,0,dry,7,7.049999641604777e-06
662fb840-9285-4fed-a114-633a324dc49f,0,dry,3,4.547589494375908e-06
67b0eab5-c09a-406b-9d1f-17562da9a7dd,0,dry,2,1.9264650653158695e-05
68d5215b-afdb-4b7a-81d3-fbd5677de7b4,0,dry,1,3.624156835093955e-06
69101dc9-dfd5-43b5-b063-54a2e634e021,0,dry,5,7.3235645402431994e-06
6a15ea48-771c-4a7f-bab6-d348dcc6aabd,0,dry,5,8.494725343958474e-06
6aa04a12-6e9a-4b9c-80da-a9fa01fc1757,0,dry,1,2.6784410953096242e-05
6d194cdc-ba5a-40ba-8232-5bf150026c67,0,dry,1,2.0451589743486706e-05
6d528de2-cf20-4caa-a22e-ffc588c0bacb,0,dry,4,1.2759547284287275e-05
6e348474-0779-49fa-afdf-49420f8ad6b2,0,dry,1,1.6322835719820228e-05
7023acad-4e24-444b-b0a6-a3aa54bd321b,0,dry,3,1.4323794742650257e-05
7117304a-e59b-42c9-bea9-3c6f17b0d30e,0,dry,2,1.1648314995791259e-05
72418df9-2a0a-4da5-922d-7a1d5d12ab80,0,dry,4,3.4949009269056006e-06
74048b34-b37a-46c1-bd4c-ccd169c37784,0,dry,2,1.3308876662473973e-05
75135933-89b0-4d43-9d75-688453353f56,0,dry,2,1.4425557490642675e-05
7630638c-1d22-4852-be07-5a27af3c1e49,0,dry,1,3.837128903675431e-06
76f9d2cf-0ee1-4c38-9f49-02e59b8d6fb3,0,dry,3,7.59443838972754e-06
7717442d-d687-4821-a55f-a89b524ff17b,0,dry,2,1.2033099058342624e-05
79a12ab8-7497-4a70-871f-5486c6699f45,0,dry,3,2.222333011427703e-05
7a20fe3e-5701-451c-b5c9-b8daf5b328e3,0,dry,3,6.643820092260658e-06
7ae1ffe1-2259-411f-8ead-6c107e01e824,0,dry,3,4.309935334022264e-06
7bc3c521-b422-45dd-bafc-0282abe03030,0,dry,1,2.6327057777930817e-05
7d0f7c10-c2fb-4a0b-8917-00c1bbfa9ba9,0,dry,2,7.92220232411524e-06
7f58cd54-3414-4b3d-a418-8438d549df31,0,dry,1,2.4099585520111695e-05
7fc329ed-814a-44da-823c-ec2dc47a8228,0,dry,1,1.4858327104892396e-05
81a75de7-dc30-4c6b-9722-c238feebf447,0,dry,5,1.063588237880976e-05
81ddff28-05de-4669-bb99-8408895de7ab,0,dry,3,1.2405083314534864e-05
824a8cf9-1199-48bf-aad5-65539d6d2011,0,dry,2,9.232274425345794e-06
836a340f-3e5c-4ea7-8817-1586d27a7f7a,0,dry,3,7.4749126979846995e-06
839ad7ed-cc68-4689-b29e-7c8af17d3067,0,dry,3,8.92778275899419e-06
851d3141-589e-4a63-a81f-837b85585ee7,0,dry,3,4.770211540502825e-06
861d08d1-8b10-40e3-afa0-710451936f11,0,dry,2,6.391768129875283e-06
88df2ab1-8056-48de-a7a8-f2649d9cab4a,0,dry,1,5.2816286745696415e-06
8a37026e-32a9-4505-85f9-3c9dabccc284,0,dry,2,2.647585211500209e-05
8b04c1fa-4fbe-45f3-9b4a-5cc6a450c43c,0,dry,1,1.9315954428786537e-05
8b197bc0-2f11-4971-b643-1524cf030a2b,0,dry,1,1.9124090890120698e-05
8b427718-43ee-418f-b8f1-6807b3d6ed0e,0,dry,2,9.522535815670361e-06
8c631f0e-6973-4d8e-a42d-b1d0bf1ffe1d,0,dry,1,1.0712676271233268e-05
8e72293b-1ab4-44d4-b5be-0b51038d2304,0,dry,3,2.0562432122673528e-05
8fafcc7b-1d75-4172-a93b-dfc06ac33b10,0,dry,4,2.2463772193904477e-06
914cd0fc-3623-4424-bc67-759743a0c593,0,dry,2,8.390154636567348e-06
91d9c321-7371-4a0c-af3d-398542cb9c4c,0,dry,4,4.931547389412342e-06
922fd4da-e8ce-4ef5-b9a8-56921dfa9328,0,dry,4,6.211096390467098e-06
928ce384-ca55-4419-acab-516b2647a77d,0,dry,3,3.3776843703402003e-06
93d51cf7-6dee-49e5-b434-fa81a7595132,0,dry,2,1.4217806041892657e-05
94a33ac9-c166-4795-9665-f7dd4f0caace,0,dry,2,7.027739115270168e-06
952eafc4-38d9-468b-b46d-c9a5f6b3d620,0,dry,3,3.7088439582338188e-06
96678e97-6a39-4932-9c5d-13981167bbd8,0,dry,4,1.011404441053844e-05
9810b72b-79ca-474b-9b66-41079f892c79,0,dry,4,1.3863015050197587e-05
981441a4-89d8-43c5-8e43-3768968fa614,0,dry,2,7.881107275215645e-06
98fb6294-d339-4c83-8ff5-2bbcf82e35e0,0,dry,3,1.9347310858225347e-05
99ca2bde-0950-4e1d-8e9a-cbd0d70981bd,0,dry,3,6.476942899194954e-06
9cefcba6-bea1-4131-a905-3d28e567344b,0,dry,2,7.125128174516785e-06
9eb1894a-8201-431d-a923-79dc88945ebb,0,dry,2,8.276559533317606e-06
a02e0fa5-1a29-4e3f-817e-15047e79e744,0,dry,3,1.0199413589000855e-05
a084b953-189d-422d-a40a-b545b4f01618,0,dry,3,8.61142776973464e-06
a08b86d5-4573-4a42-9a84-f75f5e50351a,0,dry,3,4.743831863601254e-06
a20c7e61-024c-491f-807c-fd01dc856bbd,0,dry,3,7.827371123545764e-06
a2c4999f-df6f-42a7-b733-3d10536b6d03,0,dry,6,2.9651289734949973e-06
a46654b3-b91b-4f95-8a69-3dcd1d428ea0,0,dry,2,2.79496679061266e-05
a5aeaa95-ed25-452b-b112-62c042c21b33,0,dry,3,6.394649653509903e-06
a6417792-0dfe-46da-b820-3c047f15ad9a,0,dry,2,3.166846269121265e-05
a6b7aeb5-6b58-4bea-9e2d-6ee573cd1aab,0,dry,2,3.8474317080995925e-06
a9108704-75af-4d2c-afb2-5c8ca33cb9e0,0,dry,1,7.197068374538743e-06
adc24bde-023b-457e-9be7-9fadbad0b155,0,dry,2,9.56537283201549e-06
ae7f3e27-5c50-48bd-ba50-4b52ddfc6b8f,0,dry,1,1.970125868042813e-05
aeb63eba-7261-4d5a-9cf5-4f31357bcd57,0,dry,1,1.0424054500528867e-05
af89b4c6-a942-4dbd-9efb-cc0ae79a9acf,0,dry,2,6.064628382546233e-06
afdcc1b1-befc-4eac-bf4b-328a7a21261e,0,dry,1,6.4613603309504535e-06
b08bd7a4-a123-4f28-b659-bbb5ea70fb6f,0,dry,2,2.0097345803936803e-05
b2cb680f-2b1f-4daf-824c-c83952cd639c,0,dry,1,1.8250652252368537e-05
b35c9f6c-4e1d-4c3f-a733-5905c3ee387d,0,dry,1,1.730255078216255e-05
b38e69f2-01f9-47ac-b94f-cf7b5eb764b3,0,dry,2,4.829227619298731e-06
b5808d67-b898-4d8b-b74c-6d3ef7085be4,0,dry,2,3.510756522329927e-06
b6165d05-e841-44cc-bb13-a59d6ceed6ed,0,dry,3,1.0296316427954056e-05
b61f41d5-8a12-44de-a8c7-f7ab67f35ab7,0,dry,1,2.8384025086842957e-05
b7825dc8-a17f-4171-863b-2c0b346cfcd0,0,dry,3,2.4605250135771327e-05
b95b4d94-e665-41d0-bd0e-4fb9d4684e65,0,dry,1,8.963993998338056e-06
ba21cefd-7209-47e8-87ff-e12e3d0ed4dc,0,dry,2,6.844612005808352e-06
ba5ade2c-45fc-41e5-b111-86c08ea8609b,0,dry,3,2.309215862665089e-06
bb5fd4d8-a36d-4918-931f-c6bd2adcc20d,0,dry,3,1.7608920816926697e-05
bb94e3f4-831c-4c04-b528-617cf04ab8c7,0,dry,2,2.3741679562495396e-05
bc24d4d9-b66b-4429-8228-6645de25622f,0,dry,3,1.0892577037487503e-05
bc27b4fb-a820-4296-a776-0f0943ba1455,0,dry,3,1.864830618220362e-05
bcb90b43-185a-4420-a4ca-dafe8f914682,0,dry,2,1.620382697618387e-05
bd11b513-12a1-44be-82f6-4fbeea1fbda0,0,dry,3,4.488423284758114e-06
bd205be0-24a4-4a28-8262-30bc14bf1faa,0,dry,1,9.246008316409475e-06
be0fe831-c469-4a13-961f-e3bd6dda0633,0,dry,4,1.3496399275185864e-05
be2d9024-401a-42a0-91fd-194567b1d4c1,0,dry,1,1.332918329940189e-05
be5f63f3-2be9-448b-b57e-fa118eddc2e2,0,dry,3,6.1808670549512634e-06
be920126-b1e2-4117-84e2-461b2230e46e,0,dry,3,6.181296038873104e-06
beb9eff3-e2c7-4f53-981b-0abc09158dec,0,dry,5,1.3274362508324362e-05
bf4ca169-aab4-466f-8e14-63631e0b3ea0,0,dry,8,2.2073814527319308e-05
bf5901da-d580-4034-88b0-19bd18778f5a,0,dry,1,1.1302515909363928e-05
bf7f0dd3-eaef-4912-8edc-c919fd98df62,0,dry,3,6.711760676144656e-06
c0643c65-15f1-4f25-9f4e-d42541cca1b8,0,dry,2,1.3514257724549655e-05
c16f96bf-dc05-445b-aed6-5758aa0ec5c8,0,dry,2,9.707903373467425e-06
c2795c09-691f-421d-87eb-60d11ef0a776,0,dry,1,1.2372051808629718e-05
c2d24716-5e15-4066-855a-2a0c0b7566f6,0,dry,2,3.010668687598646e-05
c2e033f0-5e2f-4793-be75-afa9ae7d3f8f,0,dry,1,1.3122598529752196e-05
c34d6285-a7d7-4357-9036-cb4a5caec6f6,0,dry,4,7.4442248122404824e-06
c3b9dca7-67eb-4438-b6aa-dd6b2aca1432,0,dry,2,4.536968059434782e-06
c3d0135b-83ef-4aba-b98c-2c8fe50ffeff,0,dry,4,1.791609285980321e-05
c4961eda-91f5-4fbc-bd90-92f56f7f4deb,0,dry,3,2.6581954015716843e-05
c8983507-264a-4bbb-8926-8a06afb36bff,0,dry,4,7.896628985735058e-06
c961a082-77cf-412a-ba8a-66fff0b7bc82,0,dry,3,8.454577962351986e-06
c9fa0d4d-76d1-41c4-863c-b83bb8908140,0,dry,1,1.440908844822709e-05
cb5c6410-8b55-4c33-932d-fc72e5cac22c,0,dry,1,2.5642471491352935e-05
cbbbe2c4-51c4-48e3-807d-5ad37ad220e4,0,dry,1,3.7826535584003634e-06
ce3f9e37-b553-4c23-b341-8da601f7468e,0,dry,2,1.7503220189794168e-05
cefb99ae-7dda-4397-8b65-77e3fc0c7739,0,dry,1,2.4725368033785303e-05
d0d4e84a-3692-46e2-a168-463896fb9d31,0,dry,2,5.776698838860286e-06
d101742f-52a3-4ed3-a4bb-46f65d02fc2a,0,dry,2,1.4020649678142612e-05
d1c3a8a6-742e-4677-aa79-92b9b217be75,0,dry,1,1.0394264897584962e-05
d2a55629-24e2-4460-8a0a-b7065927ee07,0,dry,2,1.6479260465566686e-05
d3ea88bd-d578-44dd-aadd-391f8559bdc5,0,dry,2,4.9147997622653844e-06
d505b939-4d86-4713-8bba-987cde761118,0,dry,1,5.874938070597557e-06
d551a262-676b-4856-ae36-5b6334c6b586,0,dry,1,1.0293811005233173e-05
d57d4c31-4f34-41cd-9fdf-84e4df3f2dcc,0,dry,3,1.541162975166548e-05
d5e56f55-97a1-417d-a724-04d6ef10830e,0,dry,1,1.220803117562813e-05
d6d50155-5eb2-421e-9da1-8ad5faa275a1,0,dry,3,2.6366991672488106e-06
d789e459-6db1-4481-af44-db7427304108,0,dry,3,2.8684551482115796e-06
db234c88-9a58-4947-a852-d7f2584128ef,0,dry,3,9.393145109021786e-06
dbc6f669-469e-4306-acdc-f46039006148,0,dry,3,3.227684420572217e-06
dc17e768-40f6-462e-99ad-80292586ac3a,0,dry,4,4.2214464149674725e-06
dcd6359c-4fbc-44ea-93b0-f1da55eb3a75,0,dry,3,4.364613814592634e-06
dd235b59-b0df-4eb7-9024-3b11e1515888,0,dry,1,2.3784127420681294e-05
dd489c88-affc-4142-ac56-752c3a433991,0,dry,2,2.022562133058642e-05
dd7e32e6-a949-4c92-a5b1-628edbb65144,0,dry,1,1.6743595324915906e-05
dd80d0c6-76ec-43b1-9611-23ea269cec57,0,dry,3,3.89423924362757e-06
de67d064-eff4-40c4-ab46-b115d0691e1f,0,dry,4,6.563354051108975e-06
dec024bb-bb3f-49ba-8a42-b1420d56a2e0,0,dry,1,2.742888360901899e-05
df6cf29a-fcf8-4b96-ab4f-19e018c3b297,0,dry,5,4.107195632941584e-06
dfb0a442-3453-4d42-b355-b68eda2a9865,0,dry,5,5.799772512813798e-06
dfe7b783-c80f-4357-b72e-63e875bf9ec3,0,dry,3,9.23897585117852e-06
e0107451-503c-48b0-9a9e-675a3a0c834e,0,dry,3,1.594695205599106e-05
e23b7ef4-c268-4179-b234-c45702001252,0,dry,6,9.785965428390554e-06
e4242c29-1213-4960-b792-565fae299403,0,dry,2,7.772617729275778e-06
e4bbd7fa-3767-48e3-97cf-c5e14881314f,0,dry,1,1.1225225376266618e-05
e56ea219-e97c-45c4-8222-5ecf168445b5,0,dry,4,3.571481582158623e-06
e5a8a140-d910-47da-b3d6-96941e084028,0,dry,2,7.005187051373218e-06
e6448323-4be3-4fac-ba98-33aee0de0817,0,dry,3,1.886234893140105e-06
e667faac-9ba9-472e-8a97-ad47887d5108,0,dry,2,1.133845878704787e-05
e6a6d19c-2ff0-4c1a-aa5f-f432c9a8b55e,0,dry,3,7.670491999720881e-06
e6d07d7b-cd63-4f81-8dbd-3ab87104fbf0,0,dry,2,7.5946671384865505e-06
e9650512-35f6-4872-acca-c8aca7cd228b,0,dry,6,6.198146098683202e-06
e9cc9a65-15c2-4acf-8412-4cffc98eb56f,0,dry,4,9.971574990748355e-06
eb74838f-26b9-457e-a4f6-3fff63ebc270,0,dry,3,2.043251106247794e-05
ec86b666-9979-4799-a06f-9773eba8927f,0,dry,3,5.105955831703975e-06
ecc957af-3001-4a29-935a-32db98540746,0,dry,2,1.870849515690201e-05
edcadaac-51d0-44d1-99c6-efbbc41dd4bd,0,dry,2,7.012773095231764e-06
eeaa9780-b73a-4e0f-b075-4dc5fbb54080,0,dry,2,5.470976651956838e-06
ef458365-a016-45ff-842a-7388a89ed774,0,dry,7,2.3171788390983105e-06
ef6d35f9-347a-4aad-9e4d-e37bd0f417f9,0,dry,3,1.0024736367882856e-05
f0bcf37a-4766-4cc0-a4d3-13a6e1343103,0,dry,4,9.191083273949726e-06
f18097f1-d7d5-4566-a7f1-dce0f2e8da87,0,dry,1,3.6005247640094386e-06
f3ef7d3e-56e1-496b-8a46-b593e33d25d6,0,dry,3,8.451617781461928e-06
f5531d66-e612-41c3-b7c1-658fe7922f34,0,dry,2,1.296150146523038e-05
f64f33a5-b6e1-4d5c-ab1b-8d48dd826440,0,dry,3,7.144124857900058e-06
f66386d5-f2e2-4b9b-8f00-35e51858446b,0,dry,4,6.4888740604624835e-06
f6fd67d0-eb9d-47b4-9fc7-1e4af068d05b,0,dry,3,9.118546715771428e-06
f9f521ef-bcba-461f-8dcc-b4df6f6beb2f,0,dry,3,1.0975329427032888e-05
fafbe64d-8da4-4901-95a2-e0025771f446,0,dry,1,4.32735766139236e-06
fe3ddef6-cf4c-4adf-b12d-bf5c5b79a5f4,0,dry,3,1.4913466084531954e-05
fed255ec-4829-4f4a-b22d-9bb23f2dd89f,0,dry,4,1.1631743886258374e-05
ff8435f6-76b5-42c1-8f4c-7479710e71bf,0,dry,3,1.7683343494100794e-06
01614a4a-947f-43ca-a609-fc2787509f6f,1,wet,5,8.748716025717933e-06
0837bd59-09c5-4098-afe3-4bcbfb0fb0e2,1,wet,3,2.341367692946649e-05
08f05aa0-7c3d-40be-a8ae-ab6bc6d41be3,1,wet,4,1.2146592190377593e-05
0b6f8543-c5e3-414c-a4f3-020e56e8ec60,1,wet,4,1.1246174483339112e-05
0b72bbdf-fe74-4c76-8c9a-9e4a60a7b9f9,1,wet,1,1.44905040306403e-05
0f8d80f9-700e-4069-924d-e15f29d7c19a,1,wet,3,5.552997702688016e-06
13cc16ff-2b44-4740-b7f4-e80cf7404d30,1,wet,2,1.3363971753936949e-05
16af8331-f890-4f2e-bf49-2b42985d379e,1,wet,2,5.539518507912556e-06
16b16ff5-e875-4f0f-ad76-bd7ba27faca6,1,wet,3,9.406185487495864e-06
182246b0-9f77-4c40-976e-3c9342619819,1,wet,4,1.1420259804606215e-05
1b1f2c9b-7cfa-4eb5-837d-36ae3d647c92,1,wet,3,1.646671163735111e-05
1de44182-c6f6-4059-bb54-1e8552999e03,1,wet,4,6.767582999359434e-06
1e3025cb-d921-485b-a08c-c2966fc4f730,1,wet,2,1.2097435619673263e-05
20638b85-0ab9-45cc-b257-9ce9986946de,1,wet,6,1.9840090994311366e-05
21c16c1c-46fc-4b80-b941-65d7c6e87555,1,wet,6,4.47026481249662e-06
25e59482-9d33-4a0c-bfbf-5438b9c0c9ea,1,wet,3,7.886466476385297e-06
28b30c43-8b77-436a-a181-9b36ec9f0553,1,wet,3,1.4094914785137703e-05
2e41a2bd-6462-407d-8078-9f7b86a54f52,1,wet,4,1.5176865227973052e-05
32eea255-502c-4bb2-9160-12aa16912ea9,1,wet,2,1.0665246554446807e-05
380bc7f0-d950-450c-9f5e-43c7c3f4c132,1,wet,2,6.2714190855136e-06
3c903e81-9634-4d62-90f0-f09b95f382f7,1,wet,3,5.505593867781269e-06
4122c8f7-07e5-4c74-8993-c17157bd6c1b,1,wet,4,4.228792463770603e-06
4a19eff2-8302-4aa6-9164-ae5a9d2d824f,1,wet,5,4.122643674309305e-06
4eab6d7e-32c1-4a7f-be8c-b1cbcffe2420,1,wet,3,2.22583777771991e-05
4f95a31d-9302-47bb-a0b6-cdd8b13c0aab,1,wet,3,8.567007442060273e-06
5322ecad-3152-4fab-8f66-8552c0ebd4c2,1,wet,4,8.284773249821827e-06
55534e14-5e4e-4102-8bb0-2011ca1c371a,1,wet,2,1.6960402454733947e-05
5790906b-44f0-4b59-8052-1f3d7927decd,1,wet,1,3.7227854875339776e-05
618fc43a-4d9d-4dad-8b68-2714b584ccc4,1,wet,4,4.982188736389136e-06
641a25a8-413c-4a45-b74f-a46edc276724,1,wet,1,2.04922072383779e-05
6647b629-2246-48c9-83ad-c3ad4795c891,1,wet,1,2.4440670150558405e-05
66636b7b-3e0e-4613-9f1f-4ec16fb313c3,1,wet,3,1.1585483476755083e-05
66bd4211-2034-4cde-82ad-59aeff6e7eb8,1,wet,3,7.875248369387641e-06
6fbee7bd-2530-404b-80e2-bb2d1317d7c5,1,wet,2,9.783467263159293e-06
78637ec8-6570-4b6a-b8fd-a1610022c413,1,wet,1,1.6031904753428494e-05
7872c598-46e9-4bc5-804b-47c71b4be1ac,1,wet,1,4.466195085543355e-06
