feature_row,augmentation_id,parent_feature_row,parent_uuid_segmento,parent_original_uuid,parent_split_group,parent_fold,parent_dataset_origin,parent_audio_path,parent_start_time,parent_end_time,stage1_target,split,transformation,random_state,original_samples,augmented_samples,original_peak,augmented_peak,snr_db,pitch_semitones,noise_scale,noise_donor_uuid_segmento,noise_donor_original_uuid,noise_donor_split_group,noise_donor_fold,noise_donor_dataset_origin
329,2c7c3d6f-f871-48a0-babe-aa59ba2fe9d0_seg_0__aug01__noise_high,337,2c7c3d6f-f871-48a0-babe-aa59ba2fe9d0_seg_0,2c7c3d6f-f871-48a0-babe-aa59ba2fe9d0,COUGHVID_UUID::2c7c3d6f-f871-48a0-babe-aa59ba2fe9d0,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2c7c3d6f-f871-48a0-babe-aa59ba2fe9d0.wav,0.0,3.12,1,train_augmentation_only,noise_high,42,49920,49920,0.8529752492904663,0.8533134460449219,10.0,,1.9612540283482487,118183_seg_1,118183,FSD50K_UPLOADER::bmcken,2,FSD50K
330,2c802186-571e-41ff-8d7e-a273a68329da_seg_0__aug01__noise_high,338,2c802186-571e-41ff-8d7e-a273a68329da_seg_0,2c802186-571e-41ff-8d7e-a273a68329da,COUGHVID_UUID::2c802186-571e-41ff-8d7e-a273a68329da,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2c802186-571e-41ff-8d7e-a273a68329da.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.8731242418289185,0.899634838104248,10.0,,0.29782992135214953,259974_seg_0,259974,FSD50K_UPLOADER::heyim89yearsold,0,FSD50K
331,2ca9e925-859f-417e-838b-681d77639839_seg_0__aug01__noise_high,339,2ca9e925-859f-417e-838b-681d77639839_seg_0,2ca9e925-859f-417e-838b-681d77639839,COUGHVID_UUID::2ca9e925-859f-417e-838b-681d77639839,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2ca9e925-859f-417e-838b-681d77639839.wav,0.0,9.72,1,train_augmentation_only,noise_high,42,155520,155520,0.886022686958313,0.9990000128746033,10.0,,0.37697207946925676,395197_seg_1,395197,FSD50K_UPLOADER::bvaudio,1,FSD50K
332,2cba06c6-a2af-4307-b53b-cdde40ee9492_seg_0__aug01__noise_high,340,2cba06c6-a2af-4307-b53b-cdde40ee9492_seg_0,2cba06c6-a2af-4307-b53b-cdde40ee9492,COUGHVID_UUID::2cba06c6-a2af-4307-b53b-cdde40ee9492,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2cba06c6-a2af-4307-b53b-cdde40ee9492.wav,0.0,5.94,1,train_augmentation_only,noise_high,42,95040,95040,1.1173467636108398,0.9990000128746033,10.0,,0.33143754564731265,260958_seg_0,260958,FSD50K_UPLOADER::smokenweewalt,3,FSD50K
333,2cbe1acd-2fa9-4726-8ae0-120ddfdb8133_seg_0__aug01__noise_moderate,341,2cbe1acd-2fa9-4726-8ae0-120ddfdb8133_seg_0,2cbe1acd-2fa9-4726-8ae0-120ddfdb8133,COUGHVID_UUID::2cbe1acd-2fa9-4726-8ae0-120ddfdb8133,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2cbe1acd-2fa9-4726-8ae0-120ddfdb8133.wav,0.0,8.22,1,train_augmentation_only,noise_moderate,42,131520,131520,0.9718469381332397,0.9611204266548157,20.0,,0.049503244591521806,220657_seg_0,220657,FSD50K_UPLOADER::marionagm90,4,FSD50K
334,2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba_seg_0__aug01__noise_moderate,342,2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba_seg_0,2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba,COUGHVID_UUID::2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.812860906124115,0.812396228313446,20.0,,0.10558664182439703,350326_seg_0,350326,FSD50K_UPLOADER::matteusnova,1,FSD50K
335,2cfd466b-baa2-43f2-be7a-be2fb0e6dd66_seg_0__aug01__noise_moderate,343,2cfd466b-baa2-43f2-be7a-be2fb0e6dd66_seg_0,2cfd466b-baa2-43f2-be7a-be2fb0e6dd66,COUGHVID_UUID::2cfd466b-baa2-43f2-be7a-be2fb0e6dd66,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2cfd466b-baa2-43f2-be7a-be2fb0e6dd66.wav,0.0,3.6,1,train_augmentation_only,noise_moderate,42,57600,57600,0.9305979013442993,0.9260213375091553,20.0,,1.5223627392131676,124800_seg_1,124800,FSD50K_UPLOADER::greencouch,0,FSD50K
336,2d090ab6-346d-4168-a8aa-57296bcaf6e0_seg_0__aug01__noise_moderate,344,2d090ab6-346d-4168-a8aa-57296bcaf6e0_seg_0,2d090ab6-346d-4168-a8aa-57296bcaf6e0,COUGHVID_UUID::2d090ab6-346d-4168-a8aa-57296bcaf6e0,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2d090ab6-346d-4168-a8aa-57296bcaf6e0.wav,0.0,2.34,1,train_augmentation_only,noise_moderate,42,37440,37440,0.8373104929924011,0.8379557728767395,20.0,,1.564445298669474,364265_seg_0,364265,FSD50K_UPLOADER::anaguilar,2,FSD50K
337,2d28744c-a394-438b-8999-054224419c26_seg_0__aug01__noise_high,345,2d28744c-a394-438b-8999-054224419c26_seg_0,2d28744c-a394-438b-8999-054224419c26,COUGHVID_UUID::2d28744c-a394-438b-8999-054224419c26,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2d28744c-a394-438b-8999-054224419c26.wav,0.0,9.6,1,train_augmentation_only,noise_high,42,153600,153600,0.978995680809021,0.9990000128746033,10.0,,0.2403252901419341,13613_seg_0,13613,FSD50K_UPLOADER::hookhead,3,FSD50K
338,2d78355d-1387-4215-9f88-044cd7d80f00_seg_0__aug01__noise_moderate,346,2d78355d-1387-4215-9f88-044cd7d80f00_seg_0,2d78355d-1387-4215-9f88-044cd7d80f00,COUGHVID_UUID::2d78355d-1387-4215-9f88-044cd7d80f00,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2d78355d-1387-4215-9f88-044cd7d80f00.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.9082562327384949,0.9119596481323242,20.0,,0.018128051769091876,122272_seg_0,122272,FSD50K_UPLOADER::zimbot,4,FSD50K
339,2d79341b-2ce5-4c6b-82d0-599626f629d6_seg_0__aug01__noise_moderate,347,2d79341b-2ce5-4c6b-82d0-599626f629d6_seg_0,2d79341b-2ce5-4c6b-82d0-599626f629d6,COUGHVID_UUID::2d79341b-2ce5-4c6b-82d0-599626f629d6,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2d79341b-2ce5-4c6b-82d0-599626f629d6.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.922505259513855,0.9157367944717407,20.0,,0.18243724124986585,348808_seg_1,348808,FSD50K_UPLOADER::fuzzy_pause,0,FSD50K
340,2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad_seg_0__aug01__noise_moderate,348,2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad_seg_0,2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad,COUGHVID_UUID::2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2d9cb119-d985-4dc8-8b8e-8f0ac488f2ad.wav,0.0,8.04,1,train_augmentation_only,noise_moderate,42,128640,128640,0.8536784648895264,0.854215681552887,20.0,,0.02397867071097116,76878_seg_0,76878,FSD50K_UPLOADER::noisecollector,1,FSD50K
341,2da2b65c-a06b-48c8-848f-fd905acb9b0a_seg_0__aug01__noise_high,349,2da2b65c-a06b-48c8-848f-fd905acb9b0a_seg_0,2da2b65c-a06b-48c8-848f-fd905acb9b0a,COUGHVID_UUID::2da2b65c-a06b-48c8-848f-fd905acb9b0a,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2da2b65c-a06b-48c8-848f-fd905acb9b0a.wav,0.0,5.16,1,train_augmentation_only,noise_high,42,82560,82560,0.5377857685089111,0.5361450910568237,10.0,,0.04444035043192137,223527_seg_0,223527,FSD50K_UPLOADER::jaraxe,2,FSD50K
342,2daf940f-6253-4edb-b801-f3db88255d22_seg_0__aug01__noise_moderate,350,2daf940f-6253-4edb-b801-f3db88255d22_seg_0,2daf940f-6253-4edb-b801-f3db88255d22,COUGHVID_UUID::2daf940f-6253-4edb-b801-f3db88255d22,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2daf940f-6253-4edb-b801-f3db88255d22.wav,0.0,2.52,1,train_augmentation_only,noise_moderate,42,40320,40320,1.0569442510604858,0.9990000128746033,20.0,,0.12236414240416976,64516_seg_0,64516,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
343,2dd7dcf1-1065-4779-98ae-7e152ca3b1d5_seg_0__aug01__noise_high,352,2dd7dcf1-1065-4779-98ae-7e152ca3b1d5_seg_0,2dd7dcf1-1065-4779-98ae-7e152ca3b1d5,COUGHVID_UUID::2dd7dcf1-1065-4779-98ae-7e152ca3b1d5,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2dd7dcf1-1065-4779-98ae-7e152ca3b1d5.wav,0.0,10.0,1,train_augmentation_only,noise_high,42,160000,160000,0.6052587628364563,0.6135953664779663,10.0,,0.12758026340167877,98775_seg_0,98775,FSD50K_UPLOADER::the_toilet_guy,4,FSD50K
344,2de3fb8f-20a6-4fa5-8428-11cad3338d37_seg_0__aug01__noise_high,353,2de3fb8f-20a6-4fa5-8428-11cad3338d37_seg_0,2de3fb8f-20a6-4fa5-8428-11cad3338d37,COUGHVID_UUID::2de3fb8f-20a6-4fa5-8428-11cad3338d37,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2de3fb8f-20a6-4fa5-8428-11cad3338d37.wav,0.0,9.78,1,train_augmentation_only,noise_high,42,156480,156480,0.9180558919906616,0.9018883109092712,10.0,,0.26452270300395775,189428_seg_0,189428,FSD50K_UPLOADER::dobroide,0,FSD50K
345,2de41de6-fd3d-4948-adca-78ae50b9bb97_seg_0__aug01__noise_moderate,354,2de41de6-fd3d-4948-adca-78ae50b9bb97_seg_0,2de41de6-fd3d-4948-adca-78ae50b9bb97,COUGHVID_UUID::2de41de6-fd3d-4948-adca-78ae50b9bb97,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2de41de6-fd3d-4948-adca-78ae50b9bb97.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.854987621307373,0.8772451281547546,20.0,,0.4360357527477161,260248_seg_0,260248,FSD50K_UPLOADER::ivolipa,1,FSD50K
346,2e349a58-b119-4b15-8b3f-5a5c6416bca4_seg_0__aug01__noise_high,355,2e349a58-b119-4b15-8b3f-5a5c6416bca4_seg_0,2e349a58-b119-4b15-8b3f-5a5c6416bca4,COUGHVID_UUID::2e349a58-b119-4b15-8b3f-5a5c6416bca4,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e349a58-b119-4b15-8b3f-5a5c6416bca4.wav,0.0,7.14,1,train_augmentation_only,noise_high,42,114240,114240,1.0120108127593994,0.9990000128746033,10.0,,1.1634687261500232,170894_seg_0,170894,FSD50K_UPLOADER::alien_s,2,FSD50K
347,2e41a2bd-6462-407d-8078-9f7b86a54f52_seg_0__aug01__noise_moderate,356,2e41a2bd-6462-407d-8078-9f7b86a54f52_seg_0,2e41a2bd-6462-407d-8078-9f7b86a54f52,COUGHVID_UUID::2e41a2bd-6462-407d-8078-9f7b86a54f52,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e41a2bd-6462-407d-8078-9f7b86a54f52.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.8643689155578613,0.8636406660079956,20.0,,0.3238145417967884,335736_seg_0,335736,FSD50K_UPLOADER::cabled_mess,1,FSD50K
348,2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6_seg_0__aug01__noise_moderate,357,2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6_seg_0,2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6,COUGHVID_UUID::2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6.wav,0.0,9.36,1,train_augmentation_only,noise_moderate,42,149760,149760,0.8072815537452698,0.8072131276130676,20.0,,0.05910269086107591,74661_seg_0,74661,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
349,2e5ab77f-2365-4396-8eb5-480ebce9beb8_seg_0__aug01__noise_moderate,359,2e5ab77f-2365-4396-8eb5-480ebce9beb8_seg_0,2e5ab77f-2365-4396-8eb5-480ebce9beb8,COUGHVID_UUID::2e5ab77f-2365-4396-8eb5-480ebce9beb8,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e5ab77f-2365-4396-8eb5-480ebce9beb8.wav,0.0,4.98,1,train_augmentation_only,noise_moderate,42,79680,79680,0.844650387763977,0.8447093963623047,20.0,,0.16501069808585697,169072_seg_0,169072,FSD50K_UPLOADER::trydcast,0,FSD50K
350,2e5be083-a771-4769-99b6-ac9a0473755b_seg_0__aug01__noise_moderate,360,2e5be083-a771-4769-99b6-ac9a0473755b_seg_0,2e5be083-a771-4769-99b6-ac9a0473755b,COUGHVID_UUID::2e5be083-a771-4769-99b6-ac9a0473755b,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e5be083-a771-4769-99b6-ac9a0473755b.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.9215227365493774,0.9201719760894775,20.0,,0.5469019048170924,324783_seg_0,324783,FSD50K_UPLOADER::miguel2613,1,FSD50K
351,2e687a52-6e9b-4343-9688-b96132f52f87_seg_0__aug01__noise_high,361,2e687a52-6e9b-4343-9688-b96132f52f87_seg_0,2e687a52-6e9b-4343-9688-b96132f52f87,COUGHVID_UUID::2e687a52-6e9b-4343-9688-b96132f52f87,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e687a52-6e9b-4343-9688-b96132f52f87.wav,0.0,3.42,1,train_augmentation_only,noise_high,42,54720,54720,0.8842983245849609,0.8823397159576416,10.0,,1.592017528340544,363103_seg_0,363103,FSD50K_UPLOADER::fractalstudios,2,FSD50K
352,2e80e707-3bbc-4dda-aeb0-c6afa96dab97_seg_0__aug01__noise_moderate,362,2e80e707-3bbc-4dda-aeb0-c6afa96dab97_seg_0,2e80e707-3bbc-4dda-aeb0-c6afa96dab97,COUGHVID_UUID::2e80e707-3bbc-4dda-aeb0-c6afa96dab97,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e80e707-3bbc-4dda-aeb0-c6afa96dab97.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.8132792711257935,0.8132792711257935,20.0,,0.08878550923503062,315708_seg_0,315708,FSD50K_UPLOADER::deleted_user_4401185,3,FSD50K
353,2e9f905a-697c-48db-883e-7e905873172f_seg_0__aug01__noise_high,363,2e9f905a-697c-48db-883e-7e905873172f_seg_0,2e9f905a-697c-48db-883e-7e905873172f,COUGHVID_UUID::2e9f905a-697c-48db-883e-7e905873172f,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2e9f905a-697c-48db-883e-7e905873172f.wav,0.0,9.36,1,train_augmentation_only,noise_high,42,149760,149760,0.7439907789230347,0.7439929842948914,10.0,,0.2545455792820093,110050_seg_0,110050,FSD50K_UPLOADER::sandyrb,4,FSD50K
354,2ee095c2-4dee-4696-9f85-5452bf9fc28f_seg_0__aug01__noise_moderate,364,2ee095c2-4dee-4696-9f85-5452bf9fc28f_seg_0,2ee095c2-4dee-4696-9f85-5452bf9fc28f,COUGHVID_UUID::2ee095c2-4dee-4696-9f85-5452bf9fc28f,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2ee095c2-4dee-4696-9f85-5452bf9fc28f.wav,0.0,9.78,1,train_augmentation_only,noise_moderate,42,156480,156480,0.8093942403793335,0.8093743920326233,20.0,,0.046355022411743704,81211_seg_0,81211,FSD50K_UPLOADER::bennstir,0,FSD50K
355,2ef79bd0-5d88-4583-a45d-a6570dfbd4c7_seg_0__aug01__noise_high,366,2ef79bd0-5d88-4583-a45d-a6570dfbd4c7_seg_0,2ef79bd0-5d88-4583-a45d-a6570dfbd4c7,COUGHVID_UUID::2ef79bd0-5d88-4583-a45d-a6570dfbd4c7,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2ef79bd0-5d88-4583-a45d-a6570dfbd4c7.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9639091491699219,0.9639091491699219,10.0,,2.5763657020466555,85132_seg_0,85132,FSD50K_UPLOADER::cmusounddesign,0,FSD50K
356,2f651988-a4c4-4042-a123-f0cc68a961a5_seg_0__aug01__noise_moderate,367,2f651988-a4c4-4042-a123-f0cc68a961a5_seg_0,2f651988-a4c4-4042-a123-f0cc68a961a5,COUGHVID_UUID::2f651988-a4c4-4042-a123-f0cc68a961a5,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2f651988-a4c4-4042-a123-f0cc68a961a5.wav,0.0,9.84,1,train_augmentation_only,noise_moderate,42,157440,157440,0.9055429697036743,0.9107282757759094,20.0,,2.8567388953739528,138311_seg_0,138311,FSD50K_UPLOADER::tdude9000,2,FSD50K
357,2f9750bf-c157-4326-b12f-b0fd5b6ec229_seg_0__aug01__noise_high,368,2f9750bf-c157-4326-b12f-b0fd5b6ec229_seg_0,2f9750bf-c157-4326-b12f-b0fd5b6ec229,COUGHVID_UUID::2f9750bf-c157-4326-b12f-b0fd5b6ec229,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\2f9750bf-c157-4326-b12f-b0fd5b6ec229.wav,0.0,5.46,1,train_augmentation_only,noise_high,42,87360,87360,0.8812930583953857,0.8789888620376587,10.0,,0.41721912879579565,50630_seg_0,50630,FSD50K_UPLOADER::maykie993,3,FSD50K
358,3050a1e2-d70b-4f86-9e57-f33220b8f990_seg_0__aug01__noise_high,369,3050a1e2-d70b-4f86-9e57-f33220b8f990_seg_0,3050a1e2-d70b-4f86-9e57-f33220b8f990,COUGHVID_UUID::3050a1e2-d70b-4f86-9e57-f33220b8f990,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\3050a1e2-d70b-4f86-9e57-f33220b8f990.wav,0.0,6.48,1,train_augmentation_only,noise_high,42,103680,103680,0.8288168907165527,0.8397102952003479,10.0,,5.8863813773503475,191898_seg_0,191898,FSD50K_UPLOADER::danielsilveira321,2,FSD50K
359,306ec0c0-fb62-4471-a2d7-d05b752a7268_seg_0__aug01__noise_moderate,370,306ec0c0-fb62-4471-a2d7-d05b752a7268_seg_0,306ec0c0-fb62-4471-a2d7-d05b752a7268,COUGHVID_UUID::306ec0c0-fb62-4471-a2d7-d05b752a7268,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\306ec0c0-fb62-4471-a2d7-d05b752a7268.wav,0.0,4.02,1,train_augmentation_only,noise_moderate,42,64320,64320,0.9947863817214966,0.9863761067390442,20.0,,0.038556235716852245,33747_seg_0,33747,FSD50K_UPLOADER::jobro,4,FSD50K
360,309f7a85-57c3-4b1f-baa9-d1290d1d1b23_seg_0__aug01__noise_moderate,371,309f7a85-57c3-4b1f-baa9-d1290d1d1b23_seg_0,309f7a85-57c3-4b1f-baa9-d1290d1d1b23,COUGHVID_UUID::309f7a85-57c3-4b1f-baa9-d1290d1d1b23,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\309f7a85-57c3-4b1f-baa9-d1290d1d1b23.wav,0.0,9.6,1,train_augmentation_only,noise_moderate,42,153600,153600,0.8561630249023438,0.8561509847640991,20.0,,0.23469974943924826,323128_seg_0,323128,FSD50K_UPLOADER::geraldfiebig,0,FSD50K
361,30a6ca1c-0b72-4ad2-9226-e9bb06add48d_seg_0__aug01__noise_high,372,30a6ca1c-0b72-4ad2-9226-e9bb06add48d_seg_0,30a6ca1c-0b72-4ad2-9226-e9bb06add48d,COUGHVID_UUID::30a6ca1c-0b72-4ad2-9226-e9bb06add48d,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30a6ca1c-0b72-4ad2-9226-e9bb06add48d.wav,0.0,7.8,1,train_augmentation_only,noise_high,42,124800,124800,0.8091558814048767,0.9122247099876404,10.0,,1.0361330225352512,403457_seg_0,403457,FSD50K_UPLOADER::anez,1,FSD50K
362,30b282bb-affd-4449-81b3-f5bcc8877bee_seg_0__aug01__noise_moderate,373,30b282bb-affd-4449-81b3-f5bcc8877bee_seg_0,30b282bb-affd-4449-81b3-f5bcc8877bee,COUGHVID_UUID::30b282bb-affd-4449-81b3-f5bcc8877bee,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30b282bb-affd-4449-81b3-f5bcc8877bee.wav,0.0,9.96,1,train_augmentation_only,noise_moderate,42,159360,159360,0.8787425756454468,0.8952731490135193,20.0,,0.0294340117077847,152310_seg_0,152310,FSD50K_UPLOADER::d w,4,FSD50K
363,30c7cf4c-a067-4349-99dc-c6fcfea194e0_seg_0__aug01__noise_high,374,30c7cf4c-a067-4349-99dc-c6fcfea194e0_seg_0,30c7cf4c-a067-4349-99dc-c6fcfea194e0,COUGHVID_UUID::30c7cf4c-a067-4349-99dc-c6fcfea194e0,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30c7cf4c-a067-4349-99dc-c6fcfea194e0.wav,0.0,2.34,1,train_augmentation_only,noise_high,42,37440,37440,1.024680256843567,0.9990000128746033,10.0,,0.20681733770841945,88235_seg_0,88235,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
364,30d6b101-9736-4522-a2d9-4f010d3e72b0_seg_0__aug01__noise_moderate,375,30d6b101-9736-4522-a2d9-4f010d3e72b0_seg_0,30d6b101-9736-4522-a2d9-4f010d3e72b0,COUGHVID_UUID::30d6b101-9736-4522-a2d9-4f010d3e72b0,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30d6b101-9736-4522-a2d9-4f010d3e72b0.wav,0.0,5.88,1,train_augmentation_only,noise_moderate,42,94080,94080,0.9192343354225159,0.9196454286575317,20.0,,0.2609174770275151,192057_seg_0,192057,FSD50K_UPLOADER::qubodup,1,FSD50K
365,30d927be-7a71-4e50-b8cf-ed9ff6f8dca4_seg_0__aug01__noise_moderate,376,30d927be-7a71-4e50-b8cf-ed9ff6f8dca4_seg_0,30d927be-7a71-4e50-b8cf-ed9ff6f8dca4,COUGHVID_UUID::30d927be-7a71-4e50-b8cf-ed9ff6f8dca4,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30d927be-7a71-4e50-b8cf-ed9ff6f8dca4.wav,0.0,4.26,1,train_augmentation_only,noise_moderate,42,68160,68160,0.9372251033782959,0.9372251033782959,20.0,,0.9430352973613791,361762_seg_0,361762,FSD50K_UPLOADER::lafashion,0,FSD50K
366,30f275f4-7248-4909-9753-f9d7b294d3bd_seg_0__aug01__noise_high,377,30f275f4-7248-4909-9753-f9d7b294d3bd_seg_0,30f275f4-7248-4909-9753-f9d7b294d3bd,COUGHVID_UUID::30f275f4-7248-4909-9753-f9d7b294d3bd,2,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30f275f4-7248-4909-9753-f9d7b294d3bd.wav,0.0,9.84,1,train_augmentation_only,noise_high,42,157440,157440,0.9353325366973877,0.9619833827018738,10.0,,0.36524180717255667,166509_seg_0,166509,FSD50K_UPLOADER::yoyodaman234,2,FSD50K
367,30f761c8-b6fd-4e2a-bf25-0e5cde6102be_seg_0__aug01__noise_moderate,378,30f761c8-b6fd-4e2a-bf25-0e5cde6102be_seg_0,30f761c8-b6fd-4e2a-bf25-0e5cde6102be,COUGHVID_UUID::30f761c8-b6fd-4e2a-bf25-0e5cde6102be,3,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30f761c8-b6fd-4e2a-bf25-0e5cde6102be.wav,0.0,9.9,1,train_augmentation_only,noise_moderate,42,158400,158400,0.9836097955703735,0.9834343194961548,20.0,,0.03831863892661075,66028_seg_0,66028,FSD50K_UPLOADER::ifartinurgeneraldirection,3,FSD50K
368,30f89651-4d57-4de3-8575-ab68725eccef_seg_0__aug01__noise_high,379,30f89651-4d57-4de3-8575-ab68725eccef_seg_0,30f89651-4d57-4de3-8575-ab68725eccef,COUGHVID_UUID::30f89651-4d57-4de3-8575-ab68725eccef,4,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30f89651-4d57-4de3-8575-ab68725eccef.wav,0.0,2.4,1,train_augmentation_only,noise_high,42,38400,38400,0.7913591265678406,0.7924194931983948,10.0,,0.8537292434864749,341063_seg_0,341063,FSD50K_UPLOADER::hoerspielgerrit,4,FSD50K
369,30fa4631-eba2-44d7-ba44-4ef930092d45_seg_0__aug01__noise_moderate,380,30fa4631-eba2-44d7-ba44-4ef930092d45_seg_0,30fa4631-eba2-44d7-ba44-4ef930092d45,COUGHVID_UUID::30fa4631-eba2-44d7-ba44-4ef930092d45,0,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30fa4631-eba2-44d7-ba44-4ef930092d45.wav,0.0,9.96,1,train_augmentation_only,noise_moderate,42,159360,159360,1.0732579231262207,0.9990000128746033,20.0,,0.29322311876857377,335754_seg_0,335754,FSD50K_UPLOADER::j1987,0,FSD50K
370,30fee754-9e9d-4113-ba50-d18e382d3200_seg_0__aug01__noise_high,381,30fee754-9e9d-4113-ba50-d18e382d3200_seg_0,30fee754-9e9d-4113-ba50-d18e382d3200,COUGHVID_UUID::30fee754-9e9d-4113-ba50-d18e382d3200,1,COUGHVID,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\DATA\30fee754-9e9d-4113-ba50-d18e382d3200.wav,0.0,9.96,1,train_augmentation_only,noise_high,42,159360,159360,0.9397294521331787,0.9063862562179565,10.0,,0.1676591662456962,67627_seg_0,67627,FSD50K_UPLOADER::qubodup,1,FSD50K
