split_group,split,fold,dataset_origin,uploader,n_segments,n_positive_segments,quality_split_role
FSD50K_UPLOADER::polmdx,test,-1,FSD50K,polmdx,2,0,held_out_negative_test
FSD50K_UPLOADER::praesius,test,-1,FSD50K,praesius,1,0,held_out_negative_test
FSD50K_UPLOADER::projectsu012,test,-1,FSD50K,ProjectsU012,5,0,held_out_negative_test
FSD50K_UPLOADER::provan9,test,-1,FSD50K,Provan9,1,0,held_out_negative_test
FSD50K_UPLOADER::psnflute1984,test,-1,FSD50K,psnflute1984,1,0,held_out_negative_test
FSD50K_UPLOADER::queen_westeros,test,-1,FSD50K,queen_westeros,6,0,held_out_negative_test
FSD50K_UPLOADER::reecord2,test,-1,FSD50K,reecord2,1,0,held_out_negative_test
FSD50K_UPLOADER::reino93,test,-1,FSD50K,Reino93,17,0,held_out_negative_test
FSD50K_UPLOADER::reinsamba,test,-1,FSD50K,reinsamba,26,0,held_out_negative_test
FSD50K_UPLOADER::reklamacja,test,-1,FSD50K,reklamacja,1,0,held_out_negative_test
FSD50K_UPLOADER::reznik_krkovicka,test,-1,FSD50K,reznik_Krkovicka,1,0,held_out_negative_test
FSD50K_UPLOADER::rhadniel,test,-1,FSD50K,rhadniel,1,0,held_out_negative_test
FSD50K_UPLOADER::richerlandtv,test,-1,FSD50K,RICHERlandTV,11,0,held_out_negative_test
FSD50K_UPLOADER::robinscemama,test,-1,FSD50K,RobinScemama,6,0,held_out_negative_test
FSD50K_UPLOADER::roentgine,test,-1,FSD50K,Roentgine,1,0,held_out_negative_test
FSD50K_UPLOADER::rollingmill,test,-1,FSD50K,rollingmill,2,0,held_out_negative_test
FSD50K_UPLOADER::romulofs,test,-1,FSD50K,romulofs,1,0,held_out_negative_test
FSD50K_UPLOADER::rooodydooody,test,-1,FSD50K,RoooDyDoooDy,2,0,held_out_negative_test
FSD50K_UPLOADER::rwan0731,test,-1,FSD50K,rwan0731,1,0,held_out_negative_test
FSD50K_UPLOADER::sagetyrtle,test,-1,FSD50K,sagetyrtle,4,0,held_out_negative_test
FSD50K_UPLOADER::sailor55,test,-1,FSD50K,Sailor55,2,0,held_out_negative_test
FSD50K_UPLOADER::samijoslapaho,test,-1,FSD50K,samijoslapaho,1,0,held_out_negative_test
FSD50K_UPLOADER::sammy214,test,-1,FSD50K,sammy214,1,0,held_out_negative_test
FSD50K_UPLOADER::samusasi,test,-1,FSD50K,Samusasi,7,0,held_out_negative_test
FSD50K_UPLOADER::saraonsins,test,-1,FSD50K,saraonsins,4,0,held_out_negative_test
FSD50K_UPLOADER::saul92,test,-1,FSD50K,SAUL92,5,0,held_out_negative_test
FSD50K_UPLOADER::schluppipuppie,test,-1,FSD50K,schluppipuppie,1,0,held_out_negative_test
FSD50K_UPLOADER::sevin7,test,-1,FSD50K,Sevin7,1,0,held_out_negative_test
FSD50K_UPLOADER::shall555,test,-1,FSD50K,shall555,6,0,held_out_negative_test
FSD50K_UPLOADER::shandonsound,test,-1,FSD50K,shandonsound,2,0,held_out_negative_test
FSD50K_UPLOADER::sicbm,test,-1,FSD50K,sicbm,2,0,held_out_negative_test
FSD50K_UPLOADER::sielxm3d,test,-1,FSD50K,sielxm3d,1,0,held_out_negative_test
FSD50K_UPLOADER::simplen00b,test,-1,FSD50K,simplen00b,2,0,held_out_negative_test
FSD50K_UPLOADER::sjturia,test,-1,FSD50K,sjturia,6,0,held_out_negative_test
FSD50K_UPLOADER::skinnysoundguy,test,-1,FSD50K,SkinnySoundGuy,4,0,held_out_negative_test
FSD50K_UPLOADER::smokingsound,test,-1,FSD50K,smokingsound,1,0,held_out_negative_test
FSD50K_UPLOADER::snakebarney,test,-1,FSD50K,snakebarney,1,0,held_out_negative_test
FSD50K_UPLOADER::snapper4298,test,-1,FSD50K,Snapper4298,14,0,held_out_negative_test
FSD50K_UPLOADER::sonicmower,test,-1,FSD50K,sonicmower,1,0,held_out_negative_test
FSD50K_UPLOADER::sound1a,test,-1,FSD50K,Sound1A,1,0,held_out_negative_test
FSD50K_UPLOADER::soundlover16,test,-1,FSD50K,SoundLover16,2,0,held_out_negative_test
FSD50K_UPLOADER::soundman516,test,-1,FSD50K,soundman516,2,0,held_out_negative_test
FSD50K_UPLOADER::soundman9826,test,-1,FSD50K,soundman9826,1,0,held_out_negative_test
FSD50K_UPLOADER::soundwarf,test,-1,FSD50K,Soundwarf,3,0,held_out_negative_test
FSD50K_UPLOADER::spankmyfilth,test,-1,FSD50K,SpankMyFilth,1,0,held_out_negative_test
FSD50K_UPLOADER::spookymodem,test,-1,FSD50K,spookymodem,3,0,held_out_negative_test
FSD50K_UPLOADER::sruelas,test,-1,FSD50K,SRuelas,5,0,held_out_negative_test
FSD50K_UPLOADER::staile,test,-1,FSD50K,Staile,1,0,held_out_negative_test
FSD50K_UPLOADER::starinatwalls,test,-1,FSD50K,starinatwalls,1,0,held_out_negative_test
FSD50K_UPLOADER::stephensaldanha,test,-1,FSD50K,StephenSaldanha,6,0,held_out_negative_test
FSD50K_UPLOADER::stephiechanel,test,-1,FSD50K,stephiechanel,2,0,held_out_negative_test
FSD50K_UPLOADER::stereo surgeon,test,-1,FSD50K,Stereo Surgeon,1,0,held_out_negative_test
FSD50K_UPLOADER::stroms,test,-1,FSD50K,Stroms,1,0,held_out_negative_test
FSD50K_UPLOADER::sturmankin,test,-1,FSD50K,sturmankin,102,0,held_out_negative_test
FSD50K_UPLOADER::suhral,test,-1,FSD50K,suhral,1,0,held_out_negative_test
FSD50K_UPLOADER::suspensiondigital,test,-1,FSD50K,suspensiondigital,3,0,held_out_negative_test
FSD50K_UPLOADER::swagmuffinplus,test,-1,FSD50K,SwagMuffinPlus,1,0,held_out_negative_test
FSD50K_UPLOADER::teamkill3r,test,-1,FSD50K,TeamKill3r,1,0,held_out_negative_test
FSD50K_UPLOADER::tec studios,test,-1,FSD50K,tec studios,8,0,held_out_negative_test
FSD50K_UPLOADER::the_sean_,test,-1,FSD50K,The_Sean_,2,0,held_out_negative_test
FSD50K_UPLOADER::the_semen_incident,test,-1,FSD50K,the_semen_incident,1,0,held_out_negative_test
FSD50K_UPLOADER::thebigracket,test,-1,FSD50K,thebigracket,1,0,held_out_negative_test
FSD50K_UPLOADER::theblockofsound235,test,-1,FSD50K,theblockofsound235,4,0,held_out_negative_test
FSD50K_UPLOADER::thecurlyone,test,-1,FSD50K,TheCurlyOne,2,0,held_out_negative_test
FSD50K_UPLOADER::thepianosup,test,-1,FSD50K,thepianosup,2,0,held_out_negative_test
FSD50K_UPLOADER::thepixies,test,-1,FSD50K,thepixies,1,0,held_out_negative_test
FSD50K_UPLOADER::theredshore,test,-1,FSD50K,theredshore,2,0,held_out_negative_test
FSD50K_UPLOADER::thunderbirds705sounds,test,-1,FSD50K,Thunderbirds705sounds,1,0,held_out_negative_test
FSD50K_UPLOADER::timmeh515,test,-1,FSD50K,Timmeh515,9,0,held_out_negative_test
FSD50K_UPLOADER::tlcolbe,test,-1,FSD50K,tlcolbe,13,0,held_out_negative_test
FSD50K_UPLOADER::tomtenney,test,-1,FSD50K,tomtenney,1,0,held_out_negative_test
FSD50K_UPLOADER::tomycatts,test,-1,FSD50K,Tomycatts,6,0,held_out_negative_test
FSD50K_UPLOADER::totalcult,test,-1,FSD50K,totalcult,6,0,held_out_negative_test
FSD50K_UPLOADER::troyschafer,test,-1,FSD50K,troyschafer,1,0,held_out_negative_test
FSD50K_UPLOADER::tt_runscript,test,-1,FSD50K,tt_runscript,8,0,held_out_negative_test
FSD50K_UPLOADER::twistedlemon,test,-1,FSD50K,TwistedLemon,2,0,held_out_negative_test
FSD50K_UPLOADER::ubehag,test,-1,FSD50K,Ubehag,3,0,held_out_negative_test
FSD50K_UPLOADER::vedm,test,-1,FSD50K,vedm,2,0,held_out_negative_test
FSD50K_UPLOADER::volivieri,test,-1,FSD50K,volivieri,2,0,held_out_negative_test
FSD50K_UPLOADER::vsipereck,test,-1,FSD50K,vsipereck,2,0,held_out_negative_test
FSD50K_UPLOADER::vtownpunks,test,-1,FSD50K,vtownpunks,3,0,held_out_negative_test
FSD50K_UPLOADER::vyzel_,test,-1,FSD50K,vyzel_,1,0,held_out_negative_test
FSD50K_UPLOADER::watsnick,test,-1,FSD50K,watsnick,1,0,held_out_negative_test
FSD50K_UPLOADER::weyhingj,test,-1,FSD50K,weyhingj,1,0,held_out_negative_test
FSD50K_UPLOADER::wizbcn,test,-1,FSD50K,wizbcn,2,0,held_out_negative_test
FSD50K_UPLOADER::wrylytucker,test,-1,FSD50K,Wrylytucker,3,0,held_out_negative_test
FSD50K_UPLOADER::wuaga,test,-1,FSD50K,Wuaga,1,0,held_out_negative_test
FSD50K_UPLOADER::xpoki,test,-1,FSD50K,xpoki,4,0,held_out_negative_test
FSD50K_UPLOADER::xyzr_kx,test,-1,FSD50K,xyzr_kx,4,0,held_out_negative_test
FSD50K_UPLOADER::yaranik,test,-1,FSD50K,yaranik,1,0,held_out_negative_test
FSD50K_UPLOADER::yitibit,test,-1,FSD50K,yitibit,2,0,held_out_negative_test
FSD50K_UPLOADER::yxmusic,test,-1,FSD50K,YXMusic,1,0,held_out_negative_test
FSD50K_UPLOADER::zendry423,test,-1,FSD50K,zendry423,1,0,held_out_negative_test
FSD50K_UPLOADER::zheng142326,test,-1,FSD50K,zheng142326,2,0,held_out_negative_test
FSD50K_UPLOADER::zooanimaluprising,test,-1,FSD50K,zooanimaluprising,1,0,held_out_negative_test
FSD50K_UPLOADER::zoragr,test,-1,FSD50K,ZoraGr,2,0,held_out_negative_test
COUGHVID_UUID::008ba489-31ad-44d8-856b-fcf72369dc46,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::00ddf050-6939-4f33-9e54-fcb309b895ec,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::00eead73-a2c2-480d-b2ee-d79b1a526871,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0177b817-0ba3-498a-bc05-48bc66cc91b8,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::02805b36-5361-41f5-b41e-583ec496eff6,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::036d875c-d39b-45f1-a17f-7f7badf0aa42,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::046545bc-7f2c-4425-9be2-ffc22bba515e,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0526e565-ec8c-435b-b965-3c23cfb43f44,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::06993140-c36d-4d03-befe-713c646e3408,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::06b568b5-b9f8-4334-816c-c16009bb5de7,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::06e989e7-b76d-4a36-8c5c-c59ef0d9d663,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::071da517-8148-4a3a-9d49-fbb22938741c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::07b12dc7-a138-458a-b1df-d321600ff929,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::08d5d346-6219-4e6d-ac06-ef489f2d186c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::09ef22ac-58b8-4f3b-b00a-94f926298dae,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0aec66e3-47a5-4f3f-bec6-ad38d090b219,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0b35d226-9927-4ddc-b5ea-cca273d43f66,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0b43fe9d-c9d6-4d0d-abf9-52f6b3712325,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0c35e382-31cd-42cb-bc87-8a84b9c52a41,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0dcae895-e7c6-4e47-a399-29f22b37e075,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0e39d36c-e428-4a02-ad64-1e38ab0d661c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0eba0c0a-5609-4777-903d-b15292798250,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0f38cc71-e212-481e-ad6f-7ab087eb3cdb,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0f8d80f9-700e-4069-924d-e15f29d7c19a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::0fbbcd89-d79a-49ec-b207-c0f2f32d8d50,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::10cc0a58-4dd3-41ae-a12a-ca28102c8688,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::12519d8d-43bb-4ed7-9c76-03d3fb486c4a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::13db4f04-6a75-4ae6-a8ed-45efb08cd0a3,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::14a3c119-bee8-435a-9193-d2ce7cb84a03,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1510dd92-a632-48ad-b5e7-1853a9e8e61d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::151ebdf7-c5cf-48ba-9105-49e69c639578,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::154161ff-1243-49c0-a377-72992b6954e3,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::15f12b8d-7ba5-444e-975f-f1b26c6e75ae,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::16e8dea0-01da-416c-9478-0dfa748238fb,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1796e9dd-2cd1-4cce-b17f-f3ca743e54c5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::17acf0f2-d97a-4881-bb20-766e3ef20991,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::191dca0e-7951-4aa3-9764-2761bd511955,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1a496dea-1bd3-412e-af9e-09799afcad72,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1c7f79d6-70bb-4558-b5a9-0c94c9418610,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1ca49e1b-7b7a-4442-8603-a41083fc49e3,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1d1dd53c-0b98-4ebd-a34b-e168bff6b7da,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1e4aef1f-a0d0-414b-8f09-b588a455111c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::1ed2eced-cfd7-4f12-917d-a59b7b024d01,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::20602da6-a92f-40ad-81d2-1688f5f1fcde,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::20638b85-0ab9-45cc-b257-9ce9986946de,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::213aff15-681f-4f36-a001-07dd623161d3,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::214df3a3-e1d2-4c93-a515-011551db9173,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::22002ad7-3fb5-47d7-8987-e3cdc0931439,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::228b8f67-e43d-4ed3-80ab-7695baa48107,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::22dcfcdd-52a8-4b42-9c50-c0a3696382a9,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::22fd67e4-0911-45f9-8625-1fe8ba4323cf,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::230eb02a-14df-4430-9603-634552b985a3,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::24526b28-3377-4f1e-942f-8e3f6d38e44b,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::256e942d-15a4-48d3-807c-9a8b386984b5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::25b750e5-8a76-4c13-9fd8-851e45d1b5ed,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::26f9e573-3e23-424c-a75a-d2b1a91a575c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::27bfbb49-3141-4d9e-9746-0e830e859907,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::28027420-7148-4f4f-a4d1-0884389bc6df,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2818c2d1-e833-4f62-ba16-8f564a525398,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::28ccfa17-8a60-43b1-b0b0-2db7042c088e,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::28de837b-8dbf-43a8-a90f-04e644a04933,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2a0a64ee-1750-451e-b52b-35fcf87ed005,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2a49aa4e-4627-4dc6-aab1-1ed4152e73fd,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2aa8f538-07ca-41f3-b20a-8d9e5ef24cfe,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2b486360-b5cb-46d0-b1b0-d18892703746,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2c148a1a-099b-48dd-97c2-437ecb15d430,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2cbe1acd-2fa9-4726-8ae0-120ddfdb8133,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2cc30bb4-6e0f-4cb5-a7a5-f7fa03c203ba,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2d945d23-990e-4f00-91a6-b4de59fcb2a6,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2e0e732f-3cf5-4fb6-9762-aae4ab603d4d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2e704c72-6b85-4241-b680-f74c2ab70ca7,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2e80e707-3bbc-4dda-aeb0-c6afa96dab97,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::2f651988-a4c4-4042-a123-f0cc68a961a5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::30f89651-4d57-4de3-8575-ab68725eccef,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3163d6ed-c979-4a83-b1ba-c989046e1970,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::31a557c8-eaf3-4ab7-b374-5b8b659222c8,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::32233260-588c-4431-a326-4a0ea6c669c5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::333ca4a1-557a-4be5-b2e3-9e572b3132ff,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3370d5eb-4cc5-4c65-987b-ebc9ac8caf5b,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::34191fb6-7fb8-4cbf-a5cf-ea458bf4107b,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::349e4ca9-fffa-45ea-95e2-c0843f852555,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::353bb06f-a51c-4646-b890-d7fd3529e0e2,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::355ad6ec-33b2-45ec-a4b1-fa2e7f3cfc6e,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::35cc329c-22e9-4505-bf91-8d6ef3262db4,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::36090427-bc31-487b-ae27-1b7105ce39ca,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::364bffdc-a9af-4f83-94d2-3988c0c7f678,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::37347587-048a-4a1c-a100-7cf820711428,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::380bc7f0-d950-450c-9f5e-43c7c3f4c132,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::38578eb5-eef4-4c69-9e08-cbda1065b9d0,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::38ac97a6-0eb0-4c52-8d1d-9697437de978,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::38be0751-98d7-45a2-a325-4853efd0a174,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::39b73ec8-7f5c-48de-bc5c-ea4f15e26436,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3a464b3e-62c1-439b-b0a2-9999afa8a13a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3a56eba7-5667-40a4-ba87-1dea49be1afe,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3b018a2b-59a9-484b-a71e-437fb96698ab,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3b917045-a264-4e3c-9a70-491e49448c36,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3be5af36-9e52-465a-81a6-da1c60d350f5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3cb4dbb6-d191-4331-bcdb-eec0f100484a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3d74c62a-40cb-4f3f-8851-d3aae9e44b48,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3e6c4fe1-b681-48d7-a576-5c4ddee41c70,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3eadfa75-5906-4695-91fb-5726a24e02cd,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3eb99a71-eda9-4678-a328-713893887d04,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3f60d2a0-aed6-45d0-b0f7-81bcf743a4e7,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::3feed3e9-634e-4ff2-9a6a-79a0f86ce388,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::40161478-dbde-44b9-83bc-1735d915fbf4,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::409c0b45-5adb-408b-adfd-94f7ffef6fc9,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::41ef8038-b679-44e0-85f2-da3e81e21091,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::42dcff9d-b2e1-4b9e-bd93-81a0a100d232,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::433a37a6-02c8-4ff3-b71b-67d4c9968919,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::43a03324-1389-4e23-9d44-2ee831b7e3d2,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::44276123-82cf-4aa0-abb6-a483c83b9852,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::44c16fe2-1d25-4964-b32d-61ce832599c1,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::457cb363-1ac1-422c-a02c-03e99bce9c1f,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::463ce01e-aaa6-4a11-b1a2-1055ced0063e,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::46716e6d-870b-451e-b0fc-7641500781b2,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4726cbb8-8af3-4da1-848c-5f1d9e4d8588,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::478adaaa-cc6a-487d-a842-a30af37aa4d0,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::47bd1b3a-b186-490f-9227-94bbd788b6f4,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::47edb277-7f3c-426d-8e14-a0385f3c1b77,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::481443c9-17a9-4194-9525-8c5fc2cd15fc,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::494fdf0a-fc66-4292-acc4-7a69df02405f,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::49f7f1de-5199-4291-b906-f058a8dc74d9,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4aaf6bb9-6129-4d52-b07f-7f8a736b7ae4,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4ad7f735-eee2-41d2-b6c4-452a38b797e4,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4b99e637-b1a3-49af-afa9-65c53570c5e5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4c86e76d-0476-4016-b26d-00e3b8a0dc01,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4c98548d-6e9e-4832-8b77-b7af79c9e987,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4ce3137f-941d-4ec5-bb2c-88d1b9fbafa3,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4d72142f-9932-47f4-8d86-29757ea3f78d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4eab6d7e-32c1-4a7f-be8c-b1cbcffe2420,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4f468032-6c4f-438b-9f19-219859552c5d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4f5a4b71-46a6-42d8-aecd-7e0cc23d7d70,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4fa3ac8d-f252-40d6-bccd-24aa5e35556c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::4fe17182-53b8-4a39-b262-68eba3cbe19c,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::510640bb-d6db-483f-a754-c5fa1eaaa388,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5132cf1f-33ea-489a-83c4-9e428f1646a7,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::52339446-0c26-4d66-a776-9894b8bd196f,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::53513dd5-62d8-4a5f-bbe8-46c95d7358a2,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5416209d-3c8b-4eb6-b9aa-05669a145b6b,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::55534e14-5e4e-4102-8bb0-2011ca1c371a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::55c0a763-5f42-476e-9c72-e2924b21b2b4,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::55cb1a15-6513-4602-8f59-ecdb5681248c,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::55fad690-63b7-4d23-b94e-41dcf729b325,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::56221078-55de-4f46-bf6f-232e74f2fcf5,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::56e28407-7719-45a2-93a3-9dc34f6e2560,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::57263117-e5ef-4d4c-b678-cec8095c7e0d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::57e1df06-5e7a-451e-8ffa-6aeaeb732192,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::58a9d260-53d9-4ba6-b7d4-3e7357412426,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5a517de2-fe21-42dd-aa3f-25d46565cab7,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5a5dccc2-ce4e-4c4e-ab49-a0dcf6f4a2d0,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5ab4d303-64be-4ea4-a65e-8681659e8e5f,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5ac60a58-ed8d-4b77-8338-fbefe993ad6e,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5bbd361a-f7ab-4397-9eec-e76a4758489d,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5d1fff93-65cd-49dd-b9d4-3303e350b546,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5d4cb7a7-b4e4-4eed-828d-e5c46829da09,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5dc33ac1-3794-41d3-88b1-d958ff71c6c0,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5ef9fa57-cf7d-4964-a001-05fd72063add,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::5fb358c3-76bc-4adc-93ac-02f367e38739,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::611e6287-ba3d-4300-837c-76f185566428,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::61f98ca8-54c9-4a7f-90f3-82c1c34ca600,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::620ded24-220f-4ada-b032-2b5c170b279a,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::62fbdead-b90b-4829-a75d-72614b616a83,train,0,COUGHVID,,1,0,development
COUGHVID_UUID::6308a83f-58f0-4cd8-be25-5c75b8883126,train,0,COUGHVID,,1,1,development
COUGHVID_UUID::63f4e572-e693-4265-8b77-07f552fc63e9,train,0,COUGHVID,,1,1,development
