fname,source_archive_member,destination_path,file_size_bytes,sha256,sample_rate,channels,subtype,frames,duration_seconds,extraction_status
252231,FSD50K.dev_audio\252231.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252231.wav,29774,5f9f389f7f82a3c7db922193015ca04b0801fcec400d0610bb5a8b410974477c,44100,1,PCM_16,14848,0.33668934240362813,extracted_and_validated
252240,FSD50K.dev_audio\252240.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252240.wav,39018,6d9b5554627eadfc958a6fb9f044c62324a81c9e5fee1a5f6f91d6346aadf115,44100,1,PCM_16,19470,0.4414965986394558,extracted_and_validated
252241,FSD50K.dev_audio\252241.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252241.wav,84830,4ace77faf897fc9210126ae7b62e262627928dedd1f35801f6f2a479e541ea82,44100,1,PCM_16,42376,0.9609070294784581,extracted_and_validated
252242,FSD50K.dev_audio\252242.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\252242.wav,136138,b33b90938cc2dc82ac5d29495dd87ff8001ab363b725390df960f891ad044b43,44100,1,PCM_16,68030,1.5426303854875283,extracted_and_validated
253775,FSD50K.dev_audio\253775.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\253775.wav,97358,de571ee02ee879670ce673815cf5d0ba12cb4aad6491365ff097e48683695e0d,44100,1,PCM_16,48640,1.1029478458049886,extracted_and_validated
254466,FSD50K.dev_audio\254466.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\254466.wav,579820,e1465e6eba208b3cfed612d2201db12b647ba54d5d79993256500346c2f663db,44100,1,PCM_16,289871,6.573038548752835,extracted_and_validated
254467,FSD50K.dev_audio\254467.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\254467.wav,210026,df2cbe8484768741d1a1ddef4bccf28628e60af84a7c146218ddf8fa8455c9c2,44100,1,PCM_16,104974,2.3803628117913833,extracted_and_validated
257765,FSD50K.dev_audio\257765.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\257765.wav,65970,d727a7b0b949d4f312f46c8f09399ef9e194936a758745a71f4829930ffcddb7,44100,1,PCM_16,32946,0.7470748299319728,extracted_and_validated
257770,FSD50K.dev_audio\257770.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\257770.wav,38990,a966a51f96d705e47ae848ebb8f3f562e93d16cf6cbb31e1b66bd2c78bfc5feb,44100,1,PCM_16,19456,0.44117913832199546,extracted_and_validated
26336,FSD50K.dev_audio\26336.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\26336.wav,131320,036b27de0d53501088094a63aaf597ec327b85b68a11e901bdc14569e8ddaca1,44100,1,PCM_16,65621,1.4880045351473923,extracted_and_validated
267055,FSD50K.dev_audio\267055.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\267055.wav,1693774,7d6156c1350ffcc1619c2b167a1fc4a3d5ff9fcadd4f92562249ce341f74ff9b,44100,1,PCM_16,846848,19.202902494331067,extracted_and_validated
272029,FSD50K.dev_audio\272029.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\272029.wav,77332,e026fdaef895ea836389b74257f88831de2682d0f24bfd0e84dd2bd74ab7b227,44100,1,PCM_16,38627,0.8758956916099774,extracted_and_validated
273602,FSD50K.dev_audio\273602.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\273602.wav,83666,36f148e28bf7785c3a06311971612f52445e30b6946a12f310f1a412349b81ed,44100,1,PCM_16,41794,0.9477097505668934,extracted_and_validated
30091,FSD50K.dev_audio\30091.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\30091.wav,516160,27f66ff3359ab94e39a226362904067a25efa469ba1b3032853cb042405cbbd5,44100,1,PCM_16,258041,5.851269841269842,extracted_and_validated
30830,FSD50K.dev_audio\30830.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\30830.wav,239694,a39f8903bbc7b9fae90ebcd40eeb560f03233065a709e7f1eb7fb7ad51511a22,44100,1,PCM_16,119808,2.716734693877551,extracted_and_validated
317439,FSD50K.dev_audio\317439.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\317439.wav,321744,b54e0888e00e77c2145792603d7769604628cfe43f0838e690b8598a4076938d,44100,1,PCM_16,160833,3.6470068027210885,extracted_and_validated
31748,FSD50K.dev_audio\31748.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\31748.wav,303324,3b70c558c74f3cb21e3ee308ce5d603ab81c6672034b63fd951f737bd0186fa1,44100,1,PCM_16,151623,3.4381632653061223,extracted_and_validated
318079,FSD50K.dev_audio\318079.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\318079.wav,779876,0c5e0acfeadddd8d3912f2c0516d2b65f7c29e0b4c83117de68b10d6c7a6adf1,44100,1,PCM_16,389899,8.841247165532879,extracted_and_validated
32169,FSD50K.dev_audio\32169.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\32169.wav,1244238,1b7977a46ccf8f1cb9febf7dfb7a70f443d3cc351f72fc1230ed7d9e194a0b05,44100,1,PCM_16,622080,14.106122448979592,extracted_and_validated
323510,FSD50K.dev_audio\323510.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323510.wav,100430,a31d2cd5a99796d587bd459a39ac1cb66de79e2fa782b7bdcd0fef76db69b363,44100,1,PCM_16,50176,1.1377777777777778,extracted_and_validated
323511,FSD50K.dev_audio\323511.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323511.wav,93262,6e117df109b49317f57ac04c94b5aad915106a5d4da9f7952f9eba7737ec9e4f,44100,1,PCM_16,46592,1.0565079365079366,extracted_and_validated
323532,FSD50K.dev_audio\323532.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323532.wav,135318,9398a8cd1561fb18c644b349bf10977f23b6e89a802ee83d678aba003ebbf1d3,44100,1,PCM_16,67620,1.5333333333333334,extracted_and_validated
323692,FSD50K.dev_audio\323692.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323692.wav,156624,23b636207c0d8cd016a4957fab44b318892fdcffb8fc49d267065f7830ddeedc,44100,1,PCM_16,78273,1.7748979591836735,extracted_and_validated
323693,FSD50K.dev_audio\323693.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323693.wav,92508,72d25d57e3d4af785b8e7051cdd467267bddc4310c39f35e4784117f06bb1f24,44100,1,PCM_16,46215,1.0479591836734694,extracted_and_validated
323694,FSD50K.dev_audio\323694.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323694.wav,95004,e5724e94b5c5966581556aa51cf613cb8851005095954459f69f9318e5005582,44100,1,PCM_16,47463,1.0762585034013605,extracted_and_validated
323695,FSD50K.dev_audio\323695.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323695.wav,93338,dab3420cf9c8eeb48012d903e57f5e9010bbd466a6fa85a53a2255a7608aa347,44100,1,PCM_16,46630,1.0573696145124716,extracted_and_validated
323696,FSD50K.dev_audio\323696.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323696.wav,63362,0b8eeb55c5a6af926d428b2eabd9232bd78921a2a17cd4f4684298d39ac052a9,44100,1,PCM_16,31642,0.7175056689342404,extracted_and_validated
323698,FSD50K.dev_audio\323698.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\323698.wav,81680,16c162b2730c033b64eb4147e428e5217ec9bb6690545aa4b0a9b06899eedcf1,44100,1,PCM_16,40801,0.9251927437641724,extracted_and_validated
324769,FSD50K.dev_audio\324769.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\324769.wav,317774,3095c91a4c301cf0bc981c98d78ac2c0a40e45504bc1f68db65a0ef8a334b343,44100,1,PCM_16,158848,3.6019954648526076,extracted_and_validated
326891,FSD50K.dev_audio\326891.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\326891.wav,1905910,fdeb2a495d6c632b4b893ac42e41306d7f8b6db2762e1326bb495ff5309f37ea,44100,1,PCM_16,952916,21.608072562358277,extracted_and_validated
331052,FSD50K.dev_audio\331052.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331052.wav,116816,f40528ad26e531af93cd247e6b0f62c6c415519deeeb0353bd2e868970050644,44100,1,PCM_16,58369,1.323560090702948,extracted_and_validated
331056,FSD50K.dev_audio\331056.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331056.wav,119094,14e28a15dadcd8980545f29a27ed76fb4763ee8431149cde9c2f19dd30fb1b01,44100,1,PCM_16,59508,1.3493877551020408,extracted_and_validated
331057,FSD50K.dev_audio\331057.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331057.wav,166234,82a043677f2cca88f5c3988db3b1552f2f23882424d122d1d78c187c0df0e4a5,44100,1,PCM_16,83078,1.8838548752834468,extracted_and_validated
331058,FSD50K.dev_audio\331058.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331058.wav,110108,39c30b9905896713c467591b26bc3ac5155d70bde7aca7e38e4ed08857a7f79a,44100,1,PCM_16,55015,1.2475056689342403,extracted_and_validated
331059,FSD50K.dev_audio\331059.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331059.wav,110108,b53f08d73f39d39f4e34053236f11d8e439decd1f1a51c1b6d7c84c41aee49f4,44100,1,PCM_16,55015,1.2475056689342403,extracted_and_validated
331060,FSD50K.dev_audio\331060.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331060.wav,76820,d9ce0d021a941a433635e3d6d078a926fbee4a469416cb124f8b2d58ecce5558,44100,1,PCM_16,38371,0.8700907029478459,extracted_and_validated
331061,FSD50K.dev_audio\331061.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331061.wav,105986,c83acb951178e0808aeebafd826a2ebe2dd862897ac1e5e89541b5dea11cd45a,44100,1,PCM_16,52954,1.2007709750566893,extracted_and_validated
331063,FSD50K.dev_audio\331063.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331063.wav,166098,df02745c23d6d8ae81f2cc26246e6d22a30df1ae0a8fe42493612d8c87d0d5e9,44100,1,PCM_16,83010,1.882312925170068,extracted_and_validated
331064,FSD50K.dev_audio\331064.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331064.wav,89614,37691370f1c9f030441847006881e70822a77297a08543f176c2f1ccec30b1d9,44100,1,PCM_16,44768,1.0151473922902494,extracted_and_validated
331065,FSD50K.dev_audio\331065.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331065.wav,88376,fd1e7c0033c0a9ca674e76e683bcedeba29462ff2e1a973240dbe34cde93e902,44100,1,PCM_16,44149,1.001111111111111,extracted_and_validated
331067,FSD50K.dev_audio\331067.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331067.wav,53572,452d0d77426e34159afa2fe9e2fc77a0989c9fa2c145275184e14f08824ebb60,44100,1,PCM_16,26747,0.6065079365079366,extracted_and_validated
331068,FSD50K.dev_audio\331068.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\331068.wav,124690,75756329c0b682cbfcc6cb7ae8883dc1a73b035cdb6e7f2d355625dd9113f38b,44100,1,PCM_16,62306,1.4128344671201813,extracted_and_validated
332989,FSD50K.dev_audio\332989.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\332989.wav,69870,778d75f0103049b3248ae39fafa683c7f97b0f167b57d909448701ec87ccfbe2,44100,1,PCM_16,34896,0.7912925170068027,extracted_and_validated
334051,FSD50K.dev_audio\334051.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\334051.wav,174844,5d1022f686326a051dfc57d09cbcb8430b6b76d83fdc5141a23fbb57349b9ba6,44100,1,PCM_16,87383,1.9814739229024942,extracted_and_validated
334052,FSD50K.dev_audio\334052.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\334052.wav,52990,e20f3ea61456bea2b7d3c8343898af15dd6f531e57fbb48e43e6273e0d82d680,44100,1,PCM_16,26456,0.5999092970521542,extracted_and_validated
336529,FSD50K.dev_audio\336529.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\336529.wav,793810,668d5a7b6be09abd4b2c3cae04c89524a62cf751b864173d3da76a2cd5aeca5b,44100,1,PCM_16,396866,8.999229024943311,extracted_and_validated
341086,FSD50K.dev_audio\341086.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\341086.wav,94334,762225ea375bec7dc6072497760e6c1f5a33ebe1e6edc0a1d838f7f6950d1d55,44100,1,PCM_16,47128,1.0686621315192744,extracted_and_validated
342669,FSD50K.dev_audio\342669.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\342669.wav,95338,8ce8e4c7e6835664221c70e8c1b22c6598f88286147f78bfcc8ce45ae2c8e58f,44100,1,PCM_16,47630,1.080045351473923,extracted_and_validated
343880,FSD50K.dev_audio\343880.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343880.wav,73806,ca9dcef11c2de67638e0254439c5b565e710b503dacc1a766cfacfa24c758c49,44100,1,PCM_16,36864,0.8359183673469388,extracted_and_validated
343885,FSD50K.dev_audio\343885.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343885.wav,142414,a3557865825a2d134704b6e8368924bffc44d9bfea224749eccd78efed4a9dcd,44100,1,PCM_16,71168,1.6137868480725623,extracted_and_validated
343904,FSD50K.dev_audio\343904.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343904.wav,140366,14427e29b2f857b5604974592b7bcf49327a1f390e7473712276d0df93757242,44100,1,PCM_16,70144,1.5905668934240362,extracted_and_validated
343905,FSD50K.dev_audio\343905.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343905.wav,94286,bb5602d10562b3d925cbb89c02544c1a21120f906a6d896b2d567c1641a4d7da,44100,1,PCM_16,47104,1.0681179138321995,extracted_and_validated
343910,FSD50K.dev_audio\343910.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343910.wav,110670,69773a27e1e68228cd3c0b96b8e6be59391d02acdf2f4bcc329da73ac90bf211,44100,1,PCM_16,55296,1.253877551020408,extracted_and_validated
343912,FSD50K.dev_audio\343912.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343912.wav,66638,1d4053dddb57f4fe45d5c1e8916cfeb4708f81aed490278ccef2ee5c9a2f0853,44100,1,PCM_16,33280,0.7546485260770975,extracted_and_validated
343913,FSD50K.dev_audio\343913.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343913.wav,63566,40b6b978f9f9bb8425e496a695e7afbc4617c7274f1467ee7d42d6faec595e55,44100,1,PCM_16,31744,0.7198185941043084,extracted_and_validated
343986,FSD50K.dev_audio\343986.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\343986.wav,129102,4fbb491f051085745f916b68120e0e0dbc7d5a52c3ecbea2e1692d48a1146a3c,44100,1,PCM_16,64512,1.4628571428571429,extracted_and_validated
344632,FSD50K.dev_audio\344632.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\344632.wav,722848,eb88a71b3571615467bafa240e1857d79f6756bd6583e10f850389acb501ab42,44100,1,PCM_16,361385,8.194671201814058,extracted_and_validated
346489,FSD50K.dev_audio\346489.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\346489.wav,62516,554f9ed9058f70a669e1a49dcc5ad1d8002e7fc0bcf1131ca39ef600cc89c0af,44100,1,PCM_16,31219,0.7079138321995465,extracted_and_validated
346490,FSD50K.dev_audio\346490.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\346490.wav,35850,4ff2722c57a87aba499214a6ccd74f7af056ea89e049596655b95ef361acb480,44100,1,PCM_16,17886,0.405578231292517,extracted_and_validated
346648,FSD50K.dev_audio\346648.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\346648.wav,1234878,2ac8ae41ebaae210878f8f2161736d9ba66abcbfc9eb08365dbc677711341320,44100,1,PCM_16,617400,14.0,extracted_and_validated
348364,FSD50K.dev_audio\348364.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\348364.wav,397390,e4c9c1b19db99545ebbea4de37f90a36d8dcef1aabbca5d06560e56bf90d3fa2,44100,1,PCM_16,198656,4.504671201814059,extracted_and_validated
351161,FSD50K.dev_audio\351161.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\351161.wav,71268,3f0df571dacb0cb45773c026a1ed7b9bc7e4c58613cc5ac15d2543bd5e078f40,44100,1,PCM_16,35595,0.8071428571428572,extracted_and_validated
353649,FSD50K.dev_audio\353649.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\353649.wav,482104,8cae1ea46d02d7137f51a1a36f0c9aa8615c72a89c615aaa1ed8eb0764fc3bf9,44100,1,PCM_16,241013,5.465147392290249,extracted_and_validated
365158,FSD50K.dev_audio\365158.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\365158.wav,491182,2ea951a72221dd16fb814691266d5bb38f85ce1ce05aa63e2bd8a8a8fb89d95e,44100,1,PCM_16,245552,5.568072562358276,extracted_and_validated
365476,FSD50K.dev_audio\365476.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\365476.wav,350286,bc984a9301e96db01a2c48d60cd6b28fbab4ab110d6eccd4800aaf5f18182ba8,44100,1,PCM_16,175104,3.9706122448979593,extracted_and_validated
377260,FSD50K.dev_audio\377260.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\377260.wav,40824,2b7a9c33f05ffa9ad6c77007b6f0f9590d4df6517d44f283d797eecaa3020a64,44100,1,PCM_16,20373,0.46197278911564627,extracted_and_validated
377267,FSD50K.dev_audio\377267.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\377267.wav,129774,d0cde9f6b5b9774e0dd87ce228d9c22fdc1a08b5e473ece56ee946afacbbaf5c,44100,1,PCM_16,64848,1.4704761904761905,extracted_and_validated
381371,FSD50K.dev_audio\381371.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\381371.wav,189006,f5668812bb19f65d19690d47868437a02baf3a8470697a0a873137551ab89b0c,44100,1,PCM_16,94464,2.1420408163265305,extracted_and_validated
381372,FSD50K.dev_audio\381372.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\381372.wav,96846,888fd548c83b573365a1cbbc93ea99e7fdf2d3ae6432538fd450ea19a7cd360e,44100,1,PCM_16,48384,1.0971428571428572,extracted_and_validated
386210,FSD50K.dev_audio\386210.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\386210.wav,264334,f168f619fc179d61f40787c943179685ed749b009c401e1221f623f263371cb9,44100,1,PCM_16,132128,2.9960997732426304,extracted_and_validated
386527,FSD50K.dev_audio\386527.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\386527.wav,162462,9194c158692f1cdb3516438f1e7e735f9038aa635f8793fa8ed4c5dd90ae5f9a,44100,1,PCM_16,81192,1.8410884353741497,extracted_and_validated
389285,FSD50K.dev_audio\389285.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\389285.wav,112974,ff110eb1a73c3ece5a1bdf21194a358276f03874e6594d17b5683bb9515cee2b,44100,1,PCM_16,56448,1.28,extracted_and_validated
389289,FSD50K.dev_audio\389289.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\389289.wav,112974,e69fcb89777a20741f41ab81febcd48392fe168b71f3b32c99ed273525a8e2e8,44100,1,PCM_16,56448,1.28,extracted_and_validated
390361,FSD50K.dev_audio\390361.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\390361.wav,197254,e1ac78a58bdb36021f644289df45f60f8a8150ba3a4f0b002ad6330c08a39f08,44100,1,PCM_16,98588,2.2355555555555555,extracted_and_validated
395199,FSD50K.dev_audio\395199.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\395199.wav,488526,5921e7b713ff8af1d4f495cc8ea521192f8ef5ed634e376c0bb9e5dda4586de7,44100,1,PCM_16,244224,5.537959183673469,extracted_and_validated
39713,FSD50K.dev_audio\39713.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\39713.wav,352878,aa248f75ad823dfddcc57db506266bc812b609068df0d466d90aca53cf1745f8,44100,1,PCM_16,176400,4.0,extracted_and_validated
39878,FSD50K.dev_audio\39878.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\39878.wav,1914308,a7736166389a9fb671f46ec0850e457704c956ba5a1129ad3765d641793c692f,44100,1,PCM_16,957115,21.70328798185941,extracted_and_validated
399463,FSD50K.dev_audio\399463.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\399463.wav,592782,edbed245dda1702c73f8e0ffb06b7bf84da5d6b20f4a3d66c82672a2ec2251d8,44100,1,PCM_16,296352,6.72,extracted_and_validated
399618,FSD50K.dev_audio\399618.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\399618.wav,276558,dd0c418f888483a3f16c50e98a0ccf0a2abbc563f59dba0de9befcf27f9d547c,44100,1,PCM_16,138240,3.1346938775510202,extracted_and_validated
399619,FSD50K.dev_audio\399619.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\399619.wav,230478,775fdb47f4b5e6008f4c455975b040619bfd77dfa1ffc826c03d41e54c350332,44100,1,PCM_16,115200,2.6122448979591835,extracted_and_validated
399624,FSD50K.dev_audio\399624.wav,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\FSD50K_DATA\FSD50K.dev_audio\FSD50K_cough_stage1_only\399624.wav,304206,e20e795f6ae4f35f6186e2ddbd4a4bfecfa3d8e9c694ee51fa95f926593cc9c4,44100,1,PCM_16,152064,3.4481632653061225,extracted_and_validated
